TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
362246,12308,71 AVE,,,49.131859,-122.881397
362247,12285,68 AVE,,,49.126815,-122.882421
362248,6925,124 ST,,,49.128744,-122.879216
362249,12318,70A AVE,,,49.130860,-122.881236
362250,6831,124 ST,,,49.127184,-122.879252
362252,7144,122 ST,,,49.132775,-122.884567
362253,7077,123B ST,,,49.131488,-122.880395
362255,12353,68 AVE,,,49.126806,-122.880342
362256,7015,124 ST,,,49.130415,-122.879297
362257,7073,123 ST,,,49.131519,-122.882120
362258,7002,123B ST,,,49.130225,-122.880279
362259,12386,69A AVE,,,49.128966,-122.879686
362261,6841,124 ST,,,49.127357,-122.879241
362262,12166,72 AVE,,,49.133876,-122.885853
362263,12336,72 AVE,,,49.133794,-122.880916
362264,7150,122 ST,,,49.132937,-122.884569
362265,7085,123B ST,,,49.131632,-122.880395
359064,14929,66A AVE,,,49.123676,-122.808405
359073,6786,150 ST,,,49.125950,-122.806401
359075,6761,150 ST,,,49.125681,-122.806791
359076,6776,150 ST,,,49.125802,-122.806413
359078,15090,67 AVE,,,49.124277,-122.804303
359079,6588,148A ST,,,49.122680,-122.810106
341230,13868,PARK (PMT) DR,,,49.206241,-122.837542
341255,11172,WALLACE DR,,,49.205763,-122.813314
341256,14722,ST ANDREWS DR,,,49.210679,-122.814332
341259,14117,GROSVENOR RD,,,49.206978,-122.831006
341262,14446,BEDFORD DR,,,49.212175,-122.821714
341263,11489,ROXBURGH RD,,,49.211566,-122.812977
341266,14258,GROSVENOR RD,,,49.208785,-122.826839
341274,14414,116A AVE,,,49.213978,-122.822380
341278,14174,GLADSTONE DR,,,49.207605,-122.828726
341282,13983,GROSVENOR RD,,,49.204943,-122.834840
341416,14524,WELLINGTON DR,,,49.212043,-122.819869
341418,14108,KING RD,,,49.213787,-122.830557
341419,11467,ROXBURGH RD,,,49.211057,-122.812772
341421,11232,DUMBARTON PL,,,49.205983,-122.815405
341422,11237,ROXBURGH RD,,,49.206860,-122.816122
341423,11468,ROXBURGH RD,,,49.211004,-122.812338
341424,11536,MCBRIDE DR,,,49.212630,-122.826535
341431,14208,GLADSTONE DR,,,49.207344,-122.828291
341432,14156,MELROSE DR,,,49.206652,-122.829505
341443,11038,141B ST,,,49.203148,-122.829093
341450,14548,110A AVE,,,49.203040,-122.819321
341451,11240,WALLACE DR,,,49.206628,-122.814367
341457,11167,ELLENDALE DR,,,49.205666,-122.812239
341462,14777,ST ANDREWS DR,,,49.210646,-122.812979
341464,11212,DUMBARTON RD,,,49.205668,-122.815613
341465,11462,ROXBURGH RD,,,49.210886,-122.812310
341467,11526,MCBRIDE DR,,,49.212535,-122.826453
341471,14102,114 AVE,,,49.209514,-122.831274
341476,11111,CALEDONIA DR,,,49.204475,-122.822851
341480,14102,110A AVE,,,49.203327,-122.831298
341481,13934,KALMAR RD,,,49.205470,-122.835863
341495,14063,115A AVE,,,49.212731,-122.832253
341496,11361,GLEN AVON DR,,,49.209284,-122.810200
341498,14661,WELLINGTON DR,,,49.210679,-122.815561
341499,11175,ELLENDALE DR,,,49.205808,-122.812071
341500,11358,SURREY RD,,,49.208628,-122.814150
341504,14526,ST ANDREWS DR,,,49.212578,-122.817248
341509,14108,115 AVE,,,49.211613,-122.831149
341511,14047,114 AVE,,,49.209772,-122.832815
337910,12216,100A AVE,,,49.185590,-122.883655
337911,10050,123A ST,,,49.185358,-122.880672
337913,12226,102A AVE,,,49.188867,-122.883398
337915,12278,102A AVE,,,49.188885,-122.882027
337918,12210,102A AVE,,,49.188882,-122.883688
337920,12268,102A AVE,,,49.188885,-122.882296
337923,10218,122 ST,,,49.188366,-122.883822
337925,12256,102A AVE,,,49.188886,-122.882588
337926,12151,100A AVE,,,49.185805,-122.885458
337929,12211,102 AVE,,,49.188287,-122.883519
337933,10074,121A ST,,,49.185878,-122.885885
337936,12233,102 AVE,,,49.188292,-122.883071
337938,12251,102 AVE,,,49.188274,-122.882570
337940,12259,102 AVE,,,49.188273,-122.882059
337941,10166,120 ST,,,49.187469,-122.889879
337948,12175,100 AVE,,,49.184580,-122.884803
337951,12042,100A AVE,,,49.185520,-122.888890
337954,12231,100A AVE,,,49.185845,-122.882836
337970,12376,103A AVE,,,49.190169,-122.879303
337972,12033,100 AVE,,,49.184550,-122.889150
337973,12168,102 AVE,,,49.188007,-122.884850
337974,12176,102 AVE,,,49.187951,-122.884581
337975,12198,102 AVE,,,49.188015,-122.884262
337980,12151,101A AVE,,,49.187013,-122.885392
337981,10192,121 ST,,,49.188022,-122.886900
337986,12171,101B AVE,,,49.187819,-122.885370
337989,12158,101B AVE,,,49.187616,-122.885752
337990,12136,101B AVE,,,49.187614,-122.885998
337991,12118,101B AVE,,,49.187556,-122.886489
337992,12110,101B AVE,,,49.187493,-122.886761
337994,12253,100A AVE,,,49.185849,-122.882330
337998,12214,101A AVE,,,49.186774,-122.883679
361145,12812,66 AVE,,,49.122718,-122.867314
361146,6512,128 ST,,,49.121193,-122.867560
361148,13110,64A AVE,,,49.119996,-122.859185
361149,6690,128 ST,,,49.124553,-122.867552
361151,6628,130 ST,,,49.123183,-122.861961
361154,6597,132 ST,,,49.122529,-122.856808
361156,12988,66B AVE,,,49.124206,-122.862435
361158,12832,65 AVE,,,49.120621,-122.866981
361162,12913,64 AVE,,,49.119246,-122.864563
361163,6582,128 ST,,,49.122424,-122.867568
361164,12811,65 AVE,,,49.120867,-122.867511
361166,6779,130 ST,,,49.126071,-122.862404
361167,6682,128 ST,,,49.124418,-122.867553
361169,6439,130 ST,,,49.119779,-122.862374
361171,13171,64 AVE,,,49.119174,-122.857366
361172,6599,132 ST,,,49.122699,-122.856811
362350,6820,123A ST,,,49.127605,-122.880176
362351,12229,70A AVE,,,49.131133,-122.883769
362352,7151,122A ST,,,49.133188,-122.883819
362354,7147,122A ST,,,49.133030,-122.883803
362356,6853,123A ST,,,49.127837,-122.880964
362357,12209,70A AVE,,,49.131138,-122.884363
362359,7137,122A ST,,,49.132638,-122.883802
362360,6829,123 ST,,,49.127195,-122.882110
362361,6859,123A ST,,,49.128045,-122.880945
362362,7131,122A ST,,,49.132432,-122.883798
362363,7121,122A ST,,,49.132210,-122.883573
362364,6871,123A ST,,,49.128288,-122.881469
362365,6879,123A ST,,,49.128408,-122.881380
362366,7109,122A ST,,,49.132208,-122.883068
362367,6885,123A ST,,,49.128460,-122.881200
362370,6899,123A ST,,,49.128308,-122.880768
362371,6890,123A ST,,,49.128269,-122.880511
362372,7118,122A ST,,,49.132559,-122.883091
362373,7130,122A ST,,,49.132557,-122.883360
362374,6876,123A ST,,,49.128232,-122.880048
362376,6868,123A ST,,,49.128085,-122.880064
362377,6860,123A ST,,,49.128003,-122.880221
362378,12276,71A AVE,,,49.133044,-122.882828
362379,6852,123A ST,,,49.127956,-122.880574
362380,12284,71A AVE,,,49.133027,-122.882543
362381,6891,124 ST,,,49.128252,-122.879244
362382,7133,123 ST,,,49.132694,-122.882136
362383,7125,123 ST,,,49.132531,-122.882131
362384,12336,69A AVE,,,49.128927,-122.880593
362385,7117,123 ST,,,49.132364,-122.882128
362386,12320,69A AVE,,,49.128898,-122.881081
362387,7101,123 ST,,,49.132049,-122.882126
362388,12312,69A AVE,,,49.128890,-122.881293
362389,7127,122A ST,,,49.132242,-122.883787
362390,12306,69A AVE,,,49.128967,-122.881416
362686,6944,124 ST,,,49.129326,-122.878775
362688,12446,72 AVE,,,49.133783,-122.877770
362689,12413,70 AVE,,,49.130433,-122.878772
362690,12415,68 AVE,,,49.126774,-122.878693
362691,12699,68 AVE,,,49.126744,-122.870713
362693,6846,127A ST,,,49.127395,-122.869016
338330,12219,98A AVE,,,49.181791,-122.883909
338331,12220,98A AVE,,,49.181518,-122.884203
338332,12228,98A AVE,,,49.181509,-122.883910
338333,12238,98A AVE,,,49.181518,-122.883619
338337,9817,124 ST,,,49.181306,-122.879079
338338,9815,124 ST,,,49.181199,-122.879080
338392,12139,98 AVE,,,49.180927,-122.886258
338394,9960,122 ST,,,49.183808,-122.884435
338403,9737,121 ST,,,49.179591,-122.887618
338405,9661,120A ST,,,49.178146,-122.888993
338409,12608,97A AVE,,,49.179739,-122.873134
338418,12410,100 AVE,,,49.184351,-122.878379
338422,12630,97 AVE,,,49.178835,-122.872629
338425,9972,124 ST,,,49.184043,-122.878492
338426,12455,97 AVE,,,49.179511,-122.877472
338434,12652,97A AVE,,,49.179739,-122.872030
338438,12475,97 AVE,,,49.179511,-122.876922
338445,9800,124 ST,,,49.180958,-122.878662
338449,12670,97 AVE,,,49.178835,-122.871526
338451,12764,96A AVE,,,49.177931,-122.868886
338452,12511,99 AVE,,,49.182591,-122.875737
338454,12495,97 AVE,,,49.179510,-122.876372
338455,12678,97A AVE,,,49.179740,-122.871203
338456,12678,97 AVE,,,49.178835,-122.871250
338463,9687,128 ST,,,49.178814,-122.868125
338464,12614,98 AVE,,,49.180694,-122.872860
338468,12689,97 AVE,,,49.179124,-122.870965
338470,12695,96A AVE,,,49.178220,-122.871012
338471,12789,96A AVE,,,49.178220,-122.868256
338473,9906,124 ST,,,49.182724,-122.878565
338475,12779,97 AVE,,,49.179124,-122.868484
338477,12779,96A AVE,,,49.178220,-122.868532
338479,9860,124 ST,,,49.181994,-122.878605
338481,12535,97 AVE,,,49.179509,-122.875272
338482,12669,97 AVE,,,49.179124,-122.871516
338483,12571,97 AVE,,,49.179123,-122.874273
338484,12671,96A AVE,,,49.178220,-122.871562
338485,12769,96A AVE,,,49.178220,-122.868807
338487,12439,99 AVE,,,49.182662,-122.877693
338497,12749,97 AVE,,,49.179124,-122.869311
338498,12651,97 AVE,,,49.179124,-122.872068
338499,12651,96A AVE,,,49.178219,-122.872112
338500,12430,99 AVE,,,49.182415,-122.878081
338501,12471,99 AVE,,,49.182646,-122.876890
338503,12639,97 AVE,,,49.179124,-122.872343
338505,12481,99 AVE,,,49.182631,-122.876599
338507,12727,97 AVE,,,49.179124,-122.869862
338511,12542,97 AVE,,,49.178985,-122.875145
338513,12619,97 AVE,,,49.179124,-122.872895
338520,12480,99A AVE,,,49.183095,-122.876579
338525,12555,96A AVE,,,49.178219,-122.874933
338527,12502,99 AVE,,,49.182324,-122.876052
338534,9761,124A ST,,,49.180182,-122.877895
338537,12448,97B AVE,,,49.180069,-122.877712
338538,12552,99 AVE,,,49.182238,-122.874737
338541,9656,125 ST,,,49.178577,-122.876079
338551,9990,124A ST,,,49.184303,-122.877403
338554,12508,97B AVE,,,49.180058,-122.876066
338556,12518,97B AVE,,,49.180060,-122.875799
338560,12465,99A AVE,,,49.183386,-122.877070
338561,9665,125 ST,,,49.178747,-122.876443
338562,12475,99A AVE,,,49.183379,-122.876802
338568,12485,96A AVE,,,49.178199,-122.876761
338575,9974,124B ST,,,49.184056,-122.876331
338581,9688,124A ST,,,49.179071,-122.877347
338589,9677,124A ST,,,49.178913,-122.877730
338595,9826,124A ST,,,49.181393,-122.877494
338601,12434,96A AVE,,,49.177930,-122.878070
338602,12444,96A AVE,,,49.177930,-122.877809
338609,12474,96A AVE,,,49.177930,-122.877033
362746,12588,68A AVE,,,49.127397,-122.874067
362748,12453,69A AVE,,,49.129236,-122.877580
362750,12443,70 AVE,,,49.130324,-122.877748
362751,12639,70A AVE,,,49.130787,-122.872544
362752,12661,68 AVE,,,49.126753,-122.871704
362753,12680,69 AVE,,,49.128146,-122.871121
362754,6964,126 ST,,,49.129486,-122.873177
362755,6945,127A ST,,,49.129140,-122.869417
362756,7093,125 ST,,,49.131697,-122.877019
362757,12565,70A AVE,,,49.131231,-122.874533
362758,7019,127A ST,,,49.130222,-122.869407
362762,12461,69A AVE,,,49.129235,-122.877326
362763,12455,68A AVE,,,49.127659,-122.877459
362764,7176,124 ST,,,49.133336,-122.878900
362765,7171,125 ST,,,49.133061,-122.877123
362766,7079,126A ST,,,49.131111,-122.872542
362767,12655,68 AVE,,,49.126751,-122.871936
362768,12722,68A AVE,,,49.127373,-122.870017
362769,12688,69 AVE,,,49.128220,-122.870965
362770,6925,127A ST,,,49.128760,-122.869455
333235,13759,111A AVE,,,49.205403,-122.840938
333244,13831,108 AVE,,,49.199038,-122.838819
333245,13832,COWAN RD,,,49.199897,-122.838836
333247,13630,110A AVE,,,49.203462,-122.844515
333248,13779,111A AVE,,,49.205400,-122.840339
333252,13681,LARNER RD,,,49.201021,-122.842986
333254,13665,LARNER RD,,,49.201286,-122.843320
333259,13702,BENTLEY RD,,,49.203120,-122.842027
333263,13753,GROSVENOR RD,,,49.201472,-122.841311
333266,13754,GROSVENOR RD,,,49.201382,-122.840605
333271,13639,HILTON RD,,,49.200657,-122.843974
333275,13569,HILTON RD,,,49.201548,-122.845968
333279,11191,136 ST,,,49.205887,-122.845506
333282,13245,108 AVE,,,49.199131,-122.855223
333283,10996,RAVINE RD,,,49.202529,-122.855605
357203,6222,133 ST,,,49.115686,-122.853633
357205,13310,62 AVE,,,49.115233,-122.853558
357209,13514,64 AVE,,,49.118848,-122.848130
357212,13581,60 AVE,,,49.112021,-122.845783
357217,13360,61A AVE,,,49.114405,-122.852387
357218,13359,61A AVE,,,49.114769,-122.852309
357219,13230,62 AVE,,,49.115265,-122.855686
357221,13205,60B AVE,,,49.113288,-122.856317
357223,6303,134 ST,,,49.117250,-122.851287
357226,6265,134 ST,,,49.116522,-122.851248
357229,13441,60 AVE,,,49.112039,-122.850044
360591,7143,141A ST,,,49.132351,-122.830557
360592,7133,141A ST,,,49.132111,-122.830555
360595,14104,71 AVE,,,49.131558,-122.831511
360596,14114,71 AVE,,,49.131575,-122.831286
360598,7095,141A ST,,,49.131593,-122.830550
360599,7085,141A ST,,,49.131401,-122.830548
360605,6951,142 ST,,,49.128980,-122.829079
360607,14274,72 AVE,,,49.133513,-122.826473
360609,14283,71A AVE,,,49.132906,-122.826552
360610,14273,71A AVE,,,49.132904,-122.826799
360614,14292,71A AVE,,,49.132585,-122.826218
357327,13530,62 AVE,,,49.115253,-122.847472
357335,13522,60A AVE,,,49.112512,-122.847682
357337,13268,61A AVE,,,49.114601,-122.854698
357341,6326,134 ST,,,49.117745,-122.850782
357345,13516,60A AVE,,,49.112495,-122.847893
357347,13280,61A AVE,,,49.114603,-122.854425
357351,13384,63A AVE,,,49.117821,-122.851965
357354,13502,60A AVE,,,49.112588,-122.848046
357355,13488,60A AVE,,,49.112672,-122.848741
357365,13550,64 AVE,,,49.118851,-122.847100
357368,6072,133A ST,,,49.113125,-122.853039
357371,6125,133 ST,,,49.114128,-122.854080
357377,6122,132A ST,,,49.114142,-122.855054
357397,13473,60A AVE,,,49.112801,-122.849494
357398,6119,132A ST,,,49.113965,-122.855491
357399,13414,61A AVE,,,49.114537,-122.850954
357400,6072,134B ST,,,49.113184,-122.849576
357401,6112,132 ST,,,49.113785,-122.856369
357404,6080,134B ST,,,49.113333,-122.849649
357405,6106,132 ST,,,49.113658,-122.856363
357433,13395,60 AVE,,,49.112027,-122.851529
357436,13518,63 AVE,,,49.117141,-122.848188
357439,6037,134B ST,,,49.112375,-122.849983
357445,6023,132A ST,,,49.112340,-122.854813
357450,6071,132A ST,,,49.113305,-122.854867
357461,6256,134 ST,,,49.116369,-122.850867
357463,6234,134 ST,,,49.115958,-122.850875
357469,13459,62 AVE,,,49.115516,-122.849555
357511,13517,61A AVE,,,49.114726,-122.847913
357520,14014,57A AVE,,,49.107402,-122.834095
357526,13630,60 AVE,,,49.111698,-122.844653
357528,13765,56A AVE,,,49.105359,-122.841005
357529,13817,56A AVE,,,49.105861,-122.839691
357532,5966,137A ST,,,49.111431,-122.841650
357533,5678,136 ST,,,49.106075,-122.845394
357534,5946,138 ST,,,49.110963,-122.840728
357540,5886,136 ST,,,49.109837,-122.845258
357541,5978,137A ST,,,49.111477,-122.841526
357543,5942,138 ST,,,49.111049,-122.840549
357549,5850,136 ST,,,49.109067,-122.845260
357550,13685,58A AVE,,,49.109696,-122.843010
357551,5939,137B ST,,,49.110559,-122.841168
357554,5778,136 ST,,,49.107559,-122.844921
357558,13758,59A AVE,,,49.110675,-122.841591
357560,5998,137A ST,,,49.111683,-122.841493
357562,5932,138 ST,,,49.110934,-122.840214
357563,13616,58A AVE,,,49.109427,-122.844971
357564,13707,58A AVE,,,49.109698,-122.842525
357565,5948,137A ST,,,49.110585,-122.842001
357571,13691,56A AVE,,,49.105355,-122.842887
357572,13715,58A AVE,,,49.109699,-122.842283
366067,13504,80 AVE,,,49.148010,-122.848485
364691,12115,77A AVE,,,49.144046,-122.886688
364692,12277,77A AVE,,,49.144074,-122.882468
364694,7734,122A ST,,,49.143635,-122.883168
364698,12183,77 AVE,,,49.143181,-122.885406
364700,12121,77A AVE,,,49.144161,-122.886606
364701,12318,80 AVE,,,49.148271,-122.881289
364702,7744,122A ST,,,49.143757,-122.883165
364703,7882,123 ST,,,49.146218,-122.881630
364704,7676,120A ST,,,49.142758,-122.888654
340608,11561,96 AVE,,,49.177267,-122.902322
340613,11554,96A AVE,,,49.178075,-122.902506
340619,11549,96A AVE,,,49.178355,-122.902689
340622,11515,96A AVE,,,49.178350,-122.904009
340625,11461,96A AVE,,,49.178352,-122.905082
340628,9622,TOWNLINE DIV,,,49.177572,-122.906675
340632,9631,TOWNLINE DIV,,,49.177686,-122.907279
340639,9693,PRINCESS DR,,,49.178852,-122.906424
340649,11305,ROYAL CR,,,49.179406,-122.909416
340651,11401,ROYAL CR,,,49.181431,-122.906467
340663,11389,ROYAL CR,,,49.181244,-122.907136
340669,11515,97A AVE,,,49.179997,-122.903683
340672,11366,RIVER RD,,,49.181578,-122.907771
340675,11370,RIVER RD,,,49.181687,-122.907656
340686,11555,96 AVE,,,49.177270,-122.902530
340688,11513,BAILEY CR,,,49.183138,-122.901995
340692,11544,RIVER RD,,,49.183733,-122.902855
340697,11495,97A AVE,,,49.179996,-122.904291
340702,11291,REGAL DR,,,49.178402,-122.909629
340704,9746,CROWN CR,,,49.180026,-122.905204
340709,9789,PRINCESS DR,,,49.180435,-122.906698
340718,9682,PRINCESS DR,,,49.178707,-122.905939
340732,9714,115A ST,,,49.179208,-122.902416
340740,11376,RIVER RD,,,49.181936,-122.907339
340747,9728,PRINCESS DR,,,49.179526,-122.906356
340753,11472,97A AVE,,,49.179707,-122.904703
340772,9721,TOWNLINE DIV,,,49.179279,-122.908182
340781,11566,RIVER RD,,,49.184019,-122.902069
340782,11504,BAILEY CR,,,49.183525,-122.901813
340783,9703,PRINCESS DR,,,49.179006,-122.906514
340784,11502,BAILEY CR,,,49.183605,-122.901588
340785,9700,TOWNLINE DIV,,,49.179066,-122.907529
340788,9720,TOWNLINE DIV,,,49.179355,-122.907690
340796,9644,REGENT PL,,,49.178015,-122.908359
340801,11253,REGAL DR,,,49.178757,-122.910762
340803,11261,REGAL DR,,,49.178643,-122.910530
340805,9635,REGENT PL,,,49.177766,-122.908677
340807,11327,REGAL DR,,,49.178771,-122.908552
340811,11292,ROYAL CR,,,49.178884,-122.909560
340812,11311,ROYAL CR,,,49.179592,-122.909153
340814,11341,ROYAL CR,,,49.179922,-122.908701
340817,9637,QUEENS PL,,,49.177874,-122.910918
340826,11345,ROYAL CR,,,49.180111,-122.908498
340835,11829,99 AVE,,,49.182820,-122.895003
340836,11890,99 AVE,,,49.182547,-122.893063
340838,11821,98 AVE,,,49.181005,-122.895062
340840,11868,99 AVE,,,49.182544,-122.893942
340844,11917,98 AVE,,,49.181050,-122.892366
340845,11810,99A AVE,,,49.183429,-122.895519
340846,11815,98A AVE,,,49.181917,-122.895294
340848,11961,96A AVE,,,49.178296,-122.891154
340856,11822,99A AVE,,,49.183412,-122.894968
340858,11813,98 AVE,,,49.181064,-122.895290
340860,11838,99A AVE,,,49.183433,-122.894396
340863,11628,98 AVE,,,49.180707,-122.900454
340865,11702,97A AVE,,,49.179808,-122.898417
340869,11920,99 AVE,,,49.182529,-122.892453
340874,11875,98A AVE,,,49.181899,-122.893812
340876,11630,99 AVE,,,49.182507,-122.900412
340877,11934,99 AVE,,,49.182543,-122.892180
340879,11803,98 AVE,,,49.181002,-122.895876
340884,11638,99 AVE,,,49.182508,-122.900203
340885,11814,98 AVE,,,49.180716,-122.895254
340886,11740,97 AVE,,,49.178910,-122.897425
340895,11652,99 AVE,,,49.182508,-122.899786
340901,11658,99 AVE,,,49.182509,-122.899577
340903,11836,98 AVE,,,49.180718,-122.894626
340907,9977,117 ST,,,49.184121,-122.899119
340909,11844,98 AVE,,,49.180718,-122.894417
340910,11739,96A AVE,,,49.178293,-122.897429
340911,11686,98 AVE,,,49.180710,-122.898635
340912,11856,100 AVE,,,49.184330,-122.894126
340921,11708,98 AVE,,,49.180711,-122.898134
340923,11885,98A AVE,,,49.181912,-122.893177
340925,11711,96A AVE,,,49.178291,-122.898182
340928,11902,98A AVE,,,49.181627,-122.892869
340930,11699,96A AVE,,,49.178290,-122.898483
340933,11914,98A AVE,,,49.181627,-122.892615
340934,11651,99A AVE,,,49.183468,-122.899884
359105,14951,67 AVE,,,49.124523,-122.807927
359108,6739,150A ST,,,49.125252,-122.805486
359109,6749,150A ST,,,49.125386,-122.805491
359111,15045,67A AVE,,,49.125738,-122.805385
359116,15060,67A AVE,,,49.125472,-122.804927
359118,6740,150A ST,,,49.125250,-122.805132
359120,15073,67 AVE,,,49.124512,-122.804761
359123,6678,150 ST,,,49.124109,-122.806374
359124,6660,150 ST,,,49.123844,-122.806363
359125,6652,150 ST,,,49.123709,-122.806360
359126,15055,66A AVE,,,49.123668,-122.805188
359132,14824,65A AVE,,,49.121805,-122.811734
359135,6715,152 ST,,,49.124794,-122.801318
359142,15046,67 AVE,,,49.124271,-122.805397
359143,15056,67 AVE,,,49.124274,-122.805193
359145,15066,67 AVE,,,49.124259,-122.804973
359146,15039,66A AVE,,,49.123673,-122.805623
359150,6464,144 ST,,,49.120488,-122.823076
359168,6789,148 ST,,,49.126199,-122.812442
359174,6864,147 ST,,,49.127610,-122.814713
359604,14366,66A AVE,,,49.123377,-122.824208
359611,14346,68 AVE,,,49.126026,-122.824812
359614,14024,68 AVE,,,49.126050,-122.833731
359616,6623,141A ST,,,49.123054,-122.831045
359622,6629,141B ST,,,49.123216,-122.830060
359626,6615,142 ST,,,49.122919,-122.829002
359627,6625,142 ST,,,49.123159,-122.828982
359629,6710,137 ST,,,49.124222,-122.842481
