,,,"City of Surrey, BC",Surrey,Surrey,"Greater Vancouver, Regional district , BC",GVRD,GVRD,British Columbia [Province],BC,BC
Mother tongue,        Tai-Kadai languages,,780,340,435,2750,980,1770,3985,1335,2650
Mother tongue,          Lao,,525,270,255,800,405,400,1100,550,550
Mother tongue,          Thai,,250,65,190,1930,570,1365,2865,775,2090
Mother tongue,          Tai-Kadai languages; n.i.e,,5,0,0,20,10,10,20,10,15
Mother tongue,        Turkic languages,,390,205,185,3700,2035,1665,4140,2295,1845
Mother tongue,          Azerbaijani,,20,10,5,495,275,225,530,290,235
Mother tongue,          Turkish,,260,145,115,2770,1560,1215,3145,1790,1360
Mother tongue,          Uyghur,,60,30,35,165,80,85,170,85,85
Mother tongue,          Uzbek,,20,10,5,95,45,50,105,50,55
Mother tongue,          Turkic languages; n.i.e.,,40,15,20,165,70,95,190,80,110
Mother tongue,        Uralic languages,,1170,545,625,7640,3535,4105,13490,6285,7205
Mother tongue,          Estonian,,60,30,30,455,195,260,705,295,410
Mother tongue,          Finnish,,240,105,135,1900,770,1130,3760,1555,2200
Mother tongue,          Hungarian,,870,410,455,5285,2570,2715,9025,4435,4590
Mother tongue,          Uralic languages; n.i.e.,,0,0,0,5,0,0,0,0,0
Mother tongue,        Other languages; n.i.e.,,100,50,45,365,200,170,500,280,225
Mother tongue,  Multiple responses,,21540,10695,10840,78255,37760,40490,103415,49625,53795
Mother tongue,    English and French,,775,380,395,5200,2535,2660,10065,4815,5250
Mother tongue,    English and non-official language,,20190,10050,10145,69885,33750,36135,89135,42820,46315
Mother tongue,    French and non-official language,,270,135,135,1545,750,795,2100,1040,1065
Mother tongue,    English; French and non-official language,,295,135,160,1620,725,900,2115,950,1165
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,19,513400,254155,259245,2440145,1191670,1248470,4598415,2255395,2343015
Language spoken most often at home,  Single responses,,459485,227590,231885,2252465,1102220,1150240,4365875,2145020,2220855
Language spoken most often at home,    Official languages,,305320,152610,152710,1631365,811500,819870,3648500,1807825,1840675
Language spoken most often at home,      English,,304195,152030,152170,1622735,807235,815500,3631700,1799625,1832075
Language spoken most often at home,      French,,1125,585,540,8630,4265,4365,16795,8195,8605
Language spoken most often at home,    Non-official languages,,154160,74980,79175,621100,290725,330375,717375,337200,380180
Language spoken most often at home,      Aboriginal languages,,15,5,5,105,45,55,1565,765,795
Language spoken most often at home,        Algonquian languages,,5,5,5,25,10,10,105,50,55
Language spoken most often at home,          Blackfoot,,0,0,0,0,0,0,0,5,0
Language spoken most often at home,          Cree-Montagnais languages,,5,5,0,15,5,10,85,40,45
Language spoken most often at home,            Atikamekw,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Montagnais (Innu),,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Moose Cree,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Naskapi,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Northern East Cree,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Plains Cree,,0,0,0,0,0,0,15,10,10
Language spoken most often at home,            Southern East Cree,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Swampy Cree,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Woods Cree,,0,0,0,0,0,0,0,0,5
Language spoken most often at home,            Cree; n.o.s.,,5,0,5,15,0,10,60,30,30
Language spoken most often at home,          Eastern Algonquian languages,,0,0,0,0,0,0,5,0,0
Language spoken most often at home,            Malecite,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Mi'kmaq,,0,0,0,0,0,0,5,0,0
Language spoken most often at home,          Ojibway-Potawatomi languages,,5,0,0,10,5,5,10,5,5
Language spoken most often at home,            Algonquin,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Ojibway,,0,0,0,10,5,5,15,5,5
Language spoken most often at home,            Oji-Cree,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Ottawa (Odawa),,0,0,0,0,0,0,5,0,0
Language spoken most often at home,          Algonquian languages; n.i.e.,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,        Athabaskan languages,,0,0,0,15,5,10,610,290,320
Language spoken most often at home,          Northern Athabaskan languages,,0,0,0,15,5,10,605,290,315
Language spoken most often at home,            Babine (Wetsuwet'en),,0,0,0,0,0,0,20,10,10
Language spoken most often at home,            Beaver,,0,0,0,0,0,0,40,20,20
Language spoken most often at home,            Carrier,,0,0,0,5,0,5,245,110,130
Language spoken most often at home,            Chilcotin,,0,0,0,0,0,0,260,125,130
Language spoken most often at home,            Dene,,0,0,0,10,5,5,15,5,10
Language spoken most often at home,            Dogrib (Tlicho),,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Gwich'in,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Sarsi (Sarcee),,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Sekani,,0,0,0,0,0,0,15,10,5
Language spoken most often at home,            Slavey-Hare languages,,0,0,0,0,0,0,10,5,5
Language spoken most often at home,              North Slavey (Hare),,0,0,0,0,0,0,0,0,0
Language spoken most often at home,              South Slavey,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,              Slavey; n.o.s.,,0,0,0,0,0,0,10,5,5
Language spoken most often at home,            Tahltan languages,,0,0,0,0,0,0,5,0,5
Language spoken most often at home,              Kaska (Nahani),,0,0,0,0,0,0,5,0,0
Language spoken most often at home,              Tahltan,,0,0,0,0,0,0,5,0,0
Language spoken most often at home,            Tutchone languages,,0,0,0,0,0,0,0,5,0
Language spoken most often at home,              Northern Tutchone,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,              Southern Tutchone,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Athabaskan languages; n.i.e.,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,        Haida,,5,0,0,5,5,0,10,5,5
Language spoken most often at home,        Inuit languages,,0,0,0,0,0,0,10,5,5
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Inuktitut,,0,0,0,0,0,0,10,0,5
Language spoken most often at home,          Inuit languages; n.i.e.,,0,0,0,0,0,0,0,0,5
Language spoken most often at home,        Iroquoian languages,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Cayuga,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Mohawk,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Oneida,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Iroquoian languages; n.i.e.,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,        Kutenai,,0,0,0,0,0,0,15,10,5
Language spoken most often at home,        Michif,,0,0,0,0,5,0,0,5,0
Language spoken most often at home,        Salish languages,,0,0,0,10,5,5,275,130,150
Language spoken most often at home,          Comox,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,          Halkomelem,,0,0,0,0,0,0,50,20,30
Language spoken most often at home,          Lillooet,,0,0,0,0,5,0,25,15,15
Language spoken most often at home,          Okanagan,,0,0,0,0,0,0,85,35,45
Language spoken most often at home,          Shuswap (Secwepemctsin),,0,0,0,10,5,0,50,30,20
Language spoken most often at home,          Squamish,,0,0,0,0,0,0,5,5,0
Language spoken most often at home,          Straits,,0,0,0,0,0,0,25,10,15
Language spoken most often at home,          Thompson (Ntlakapamux),,0,0,0,0,0,0,20,10,10
Language spoken most often at home,          Salish languages; n.i.e.,,0,0,0,0,0,0,20,10,10
Language spoken most often at home,        Siouan languages,,0,0,0,10,5,5,15,10,5
Language spoken most often at home,          Dakota,,0,0,0,10,10,0,10,10,5
Language spoken most often at home,          Stoney,,0,0,0,0,0,0,5,5,0
Language spoken most often at home,          Siouan languages; n.i.e.,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,        Tlingit,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,        Tsimshian languages,,0,0,0,15,5,10,405,215,195
Language spoken most often at home,          Gitxsan (Gitksan),,0,0,0,5,5,5,310,155,155
Language spoken most often at home,          Nisga'a,,0,0,0,5,5,5,70,45,25
Language spoken most often at home,          Tsimshian,,0,0,0,0,0,0,25,15,10
Language spoken most often at home,        Wakashan languages,,0,0,0,5,0,5,75,40,35
Language spoken most often at home,          Haisla,,0,0,0,0,0,5,20,10,15
Language spoken most often at home,          Heiltsuk,,0,0,0,5,0,0,5,5,0
Language spoken most often at home,          Kwakiutl (Kwak'wala),,0,0,0,0,0,0,25,10,10
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,0,0,0,5,0,0,30,15,10
Language spoken most often at home,          Wakashan languages; n.i.e.,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,        Aboriginal languages; n.o.s.,,0,0,5,15,5,10,45,15,25
Language spoken most often at home,      Non-Aboriginal languages,,154145,74980,79170,620995,290680,330320,715815,336435,379380
Language spoken most often at home,        Afro-Asiatic languages,,4770,2375,2400,11900,5965,5935,13990,7065,6920
Language spoken most often at home,          Berber languages,,0,0,0,40,20,20,45,25,20
Language spoken most often at home,            Kabyle,,5,0,0,15,5,10,20,10,15
Language spoken most often at home,            Berber languages; n.i.e.,,5,0,0,20,15,5,25,15,10
Language spoken most often at home,          Cushitic languages,,455,200,255,695,315,380,770,355,415
Language spoken most often at home,            Bilen,,0,0,0,0,0,0,0,0,0
Language spoken most often at home,            Oromo,,5,5,5,80,40,35,90,50,45
Language spoken most often at home,            Somali,,445,190,255,610,270,340,665,300,360
Language spoken most often at home,            Cushitic languages; n.i.e.,,5,0,0,5,5,5,15,5,10
Language spoken most often at home,          Semitic languages,,4315,2175,2140,11155,5630,5530,13155,6680,6475
Language spoken most often at home,            Amharic,,135,60,75,535,250,290,600,275,320
Language spoken most often at home,            Arabic,,3450,1740,1710,8680,4405,4275,10415,5335,5080
Language spoken most often at home,            Assyrian Neo-Aramaic,,300,150,150,400,200,200,405,195,210
Language spoken most often at home,            Chaldean Neo-Aramaic,,280,150,125,305,160,145,310,165,145
Language spoken most often at home,            Harari,,0,0,0,10,5,5,10,5,5
Language spoken most often at home,            Hebrew,,10,5,5,785,400,385,900,465,440
Language spoken most often at home,            Maltese,,0,0,0,5,5,0,15,5,10
Language spoken most often at home,            Tigrigna,,75,35,35,355,165,190,410,190,225
Language spoken most often at home,            Semitic languages; n.i.e.,,65,30,30,90,40,45,95,45,50
Language spoken most often at home,          Afro-Asiatic languages; n.i.e.,,0,0,0,10,5,5,20,10,10
Language spoken most often at home,        Austro-Asiatic languages,,4560,2130,2430,15000,6955,8045,17870,8305,9560
Language spoken most often at home,          Khmer (Cambodian),,395,190,210,620,290,330,800,375,420
Language spoken most often at home,          Vietnamese,,4165,1940,2220,14365,6655,7710,17055,7920,9130
Language spoken most often at home,          Austro-Asiatic languages; n.i.e,,0,0,0,15,10,10,15,10,5
Language spoken most often at home,        Austronesian languages,,9225,4235,4985,35335,15585,19750,40605,17945,22660
Language spoken most often at home,          Bikol,,15,5,5,70,30,35,75,30,35
Language spoken most often at home,          Cebuano,,305,130,170,1085,485,600,1305,585,715
Language spoken most often at home,          Fijian,,60,40,30,95,50,50,110,65,55
Language spoken most often at home,          Hiligaynon,,60,30,30,355,150,205,415,175,240
Language spoken most often at home,          Ilocano,,345,155,185,1465,625,840,1615,695,930
Language spoken most often at home,          Malagasy,,0,0,0,5,5,0,10,5,10
Language spoken most often at home,          Malay,,110,50,60,1050,485,565,1120,510,605
Language spoken most often at home,          Pampangan (Kapampangan; Pampango),,20,5,15,135,65,75,150,70,80
Language spoken most often at home,          Pangasinan,,15,10,10,55,25,30,55,25,30
Language spoken most often at home,          Tagalog (Pilipino; Filipino),,8240,3785,4455,30695,13505,17190,35375,15600,19770
Language spoken most often at home,          Waray-Waray,,5,5,5,55,25,35,55,25,35
Language spoken most often at home,          Austronesian languages; n.i.e.,,40,20,25,260,130,130,310,150,160
Language spoken most often at home,        Creole languages,,150,70,80,290,125,160,335,150,180
Language spoken most often at home,          Haitian Creole,,5,0,0,5,5,5,0,0,5
Language spoken most often at home,          Creole; n.o.s.,,105,50,60,205,85,115,235,105,130
Language spoken most often at home,          Creole languages; n.i.e.,,45,25,25,80,35,40,95,50,45
Language spoken most often at home,        Dravidian languages,,885,440,445,3355,1695,1650,3940,1995,1940
Language spoken most often at home,          Kannada,,25,10,10,95,45,50,110,55,60
Language spoken most often at home,          Malayalam,,365,180,180,885,450,435,1225,615,605
Language spoken most often at home,          Tamil,,410,200,210,1935,965,965,2055,1025,1030
Language spoken most often at home,          Telugu,,80,45,40,425,230,190,535,295,240
Language spoken most often at home,          Dravidian languages; n.i.e.,,15,5,5,15,5,5,15,5,10
Language spoken most often at home,        Hmong-Mien languages,,10,5,5,55,20,30,55,25,30
Language spoken most often at home,        Indo-European languages,,100595,49680,50920,220600,107100,113505,282090,137135,144955
Language spoken most often at home,          Albanian,,200,90,100,530,255,270,695,335,360
Language spoken most often at home,          Armenian,,35,15,20,505,225,280,545,240,305
Language spoken most often at home,          Balto-Slavic languages,,3090,1510,1580,25650,12295,13350,31640,15150,16490
Language spoken most often at home,            Baltic languages,,5,5,0,160,75,90,210,90,115
Language spoken most often at home,              Latvian,,0,0,0,65,30,35,80,30,50
Language spoken most often at home,              Lithuanian,,5,0,0,90,45,50,125,60,65
Language spoken most often at home,            Slavic languages,,3090,1510,1580,25490,12225,13265,31430,15060,16370
Language spoken most often at home,              Belarusan,,0,0,0,10,5,5,15,5,5
Language spoken most often at home,              Bosnian,,70,35,40,540,270,270,595,300,300
Language spoken most often at home,              Bulgarian,,50,30,20,925,425,495,1035,485,550
Language spoken most often at home,              Croatian,,190,90,100,1795,840,955,2235,1055,1180
Language spoken most often at home,              Czech,,135,65,65,1030,520,510,1595,800,795
Language spoken most often at home,              Macedonian,,5,5,5,120,60,60,150,75,75
Language spoken most often at home,              Polish,,1030,505,525,4490,2130,2355,5690,2720,2970
Language spoken most often at home,              Russian,,1035,505,530,10795,5125,5670,13310,6290,7020
