Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,No Of Employees,Town Centre,NAIC,NAIC Description,Latitude,Longitude
Diamond Parking Ltd # 4173,Parking enforcement services, ,13580,102 Ave,V3T5C5,6046818797,2,SCC,812930,Parking Lots & Garages,49.18766811,-122.8459799
Tynehead R V Camp,"Groceries, R V Park", ,16275,102 Ave,V4N2K7,6045891161,3,GTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.18790469,-122.7706756
Tynehead R V Camp,"Groceries, R V Park", ,16275,102 Ave,V4N2K7,6045891161,3,GTC,721211,RV (Recreational Vehicle) Parks & Campgrounds,49.18790469,-122.7706756
McQuarrie Hunter LLP,Professional Practitioner-Lawyer,1500,13450,102 Ave,V3T5X3,6045817001,85,SCC,541110,Offices of Lawyers,49.18791904,-122.8487665
Diamond Parking Ltd,Parking Lot, ,13665,102 Ave,V3T1N7,6046818797,1,SCC,812930,Parking Lots & Garages,49.18966062,-122.8433432
Nahm Thai Bistro,Food Primary-Class B Dining Lounge,202,13650,102 Ave,V3T1N6,6049308833,9,SCC,722110,Restaurants,49.18765816,-122.8436795
Crown Dental Studio,Dental Labratory,201,13541,102 Ave,V3T4X8,6045880099,20,SCC,621510,Medical & Diagnostic Laboratories,49.18801069,-122.8469314
P N B Remittance Co Canada Corporation,Money Transfer, ,13521,102 Ave,V3T4X8,6045816762,2,SCC,522390,Other Activities Related to Credit Intermediation,49.18801161,-122.8472249
Blenz SFU Kiosk,Restaurant,250,13450,102 Ave,V3T0A3,7787823003,10,SCC,722110,Restaurants,49.18791904,-122.8487665
Best Buy Mobile,Retail,142,13450,102 Ave,V3T5X3,6046341128,10,SCC,443110,"Appliance, Television & Other Electronics Stores",49.18791904,-122.8487665
McElhanney Associates Land Surveying Ltd,Professional Practitioner-Land Surveyor, ,13450,102 Ave,V3T5X3,6045969039,100,SCC,541370,Surveying & Mapping Services,49.18791904,-122.8487665
PricewaterhouseCoopers LLP,Public Accountant,1400,13450,102 Ave,V3T5X3,6048067000,60,SCC,541212,Offices of Accountants,49.18791904,-122.8487665
McElhanney Consulting Services Ltd,"Civil Engineering & Surveying,Professional Practitioner - Engineering/Land  Surveying/Mapping", ,13450,102 Ave,V3T5X3,6045960391,50,SCC,541330,Engineering Services,49.18791904,-122.8487665
Whalley Family Resource Program/Parent Education & Peer Supp,Social services non profit, ,12740,102 Ave,V3V3E5,6045845811,5,WTC,813990,Other Membership Organizations,49.18785903,-122.8693954
Temenos Canada Inc,Software Development,1170,13450,102 Ave,V3T5X3,4843296497,41,SCC,541510,Computer Systems Design & Related Services,49.18791904,-122.8487665
Reflex Supplements,Retail Merchant - 0 to 2 Employees,201,13650,102 Ave,V3T1N6,7789980355,1,SCC,446191,Food (Health) Supplement Stores,49.18765816,-122.8436795
Commissionaires BC Fingerprinting & Identification Services,Fingerprinting & Identification Services,140,13450,102 Ave,V3T5X3,6046463330,1,SCC,561611,Investigation Services,49.18791904,-122.8487665
Century Group,Real Estate - 26 to 50 Employees,2500,13450,102 Ave,V3T5X3,6049432203,35,SCC,531210,Offices of Real Estate Agents & Brokers,49.18791904,-122.8487665
Barbican Property Management Inc.,Property Management,2500,13450,102 Ave,V3T5X3,6049483832,4,SCC,531310,Real Estate Property Managers,49.18791904,-122.8487665
J L Osten Inc,Professional Practitioner-Accountant,1400,13450,102 Ave,V3T5X3,6044958942,1,SCC,541212,Offices of Accountants,49.18791904,-122.8487665
M L S Investments Ltd,Professional Practitioner-Accountant,1400,13450,102 Ave,V3T5X3,6048067802,1,SCC,541212,Offices of Accountants,49.18791904,-122.8487665
W S Leasing Ltd,Bank,1900,13450,102 Ave,V3T5Y1,6045173724,16,SCC,532490,Other Commercial & Industrial Machinery & Equipment Rental & Leasing,49.18791904,-122.8487665
Mercado Capital Corporation,Financial Agent - Heavy Equipment Leasing,1900,13450,102 Ave,V3T5Y1,6045173724,10,SCC,532490,Other Commercial & Industrial Machinery & Equipment Rental & Leasing,49.18791904,-122.8487665
Westminster Savings Credit Union,Financial Agent,1900,13450,102 Ave,V3T5Y1,6045173724,150,SCC,522130,Local Credit Unions,49.18791904,-122.8487665
Imperial Parking Canada Corporation,Parking Lot, ,13511,102 Ave,V3T4X8,6046817311,1,SCC,812930,Parking Lots & Garages,49.18801362,-122.8473868
Imperial Parking Canada Corporation,Parking Lot, ,13551,102 Ave,V3T4X8,6046817311,1,SCC,812930,Parking Lots & Garages,49.18800886,-122.8467821
DECO Windshield Repair,Repair Service, ,13665,102 Ave,V3T1N7,8664613326,1,SCC,81112,"Auto. body, paint, interior & glass repair",49.18966062,-122.8433432
Schmidt Berg & Company,Certified General Accountants,101,15399,102A Ave,V3R7K1,6045888585,8,GTC,541212,Offices of Accountants,49.18912067,-122.7956937
Field & Marten Associates Inc,Project Management,201A,15375,102A Ave,V3R7K1,6045132233,10,GTC,231230,General Construction Contractors,49.18911666,-122.7960506
Field & Marten Associates Inc,Project Management,201A,15375,102A Ave,V3R7K1,6045132233,10,GTC,231410,Construction Management,49.18911666,-122.7960506
Tap House The,Cabaret, ,15330,102A Ave,V3R7R6,6045838828,25,GTC,722410,Drinking Places,49.1886146,-122.7974932
Mr Big & Tall,Retail Men's Clothing, ,15240,102A Ave,V3R8R9,6045851022,6,GTC,448110,Men's Clothing Stores,49.18858621,-122.7998829
Nav Muker RMT,Massage Therapy (RMT),101,15399,102A Ave,V3R7K1,6049518959,1,GTC,621370,Offices of Massage Therapists,49.18912067,-122.7956937
Credit Counselling Society of British Columbia,Credit Counselling Services,101,15399,102A Ave,V3R6Y8,6045278999,1,GTC,523930,Investment Advice,49.18912067,-122.7956937
Coldwell Banker Vantage Realty,Real Estate,102,15375,102A Ave,V3R7K1,6049162773,29,GTC,531210,Offices of Real Estate Agents & Brokers,49.18911666,-122.7960506
Sushi Train Restaurant,Food Primary-Class B Dining Room,102A,15380,102A Ave,V3R0B3,6045808802,4,GTC,722110,Restaurants,49.18859323,-122.7962523
Weight Watchers Canada Ltd,Consultant - Weight Loss & Control,107,15380,102A Ave,V3R0B3,9154912100,20,GTC,624190,Other Individual & Family Services,49.18859323,-122.7962523
Quick Response & Family Strengthening Programs,Charitable Society/Organization,8,15355,102A Ave,V3R7K1,6045845811,6,GTC,813990,Other Membership Organizations,49.18894853,-122.7966394
Lashery Co Beauty Inc,Esthetician,105,15380,102A Ave,V3R0B3,7786805274,1,GTC,812115,Beauty Salons,49.18859323,-122.7962523
Impulse Chiropractic,Professional Practitioner - Chiropractor,101,15399,102A Ave,V3R7K1,6049518959,4,GTC,621310,Offices of Chiropractors,49.18912067,-122.7956937
B D O Financial Services Limited Partnership,Financial Planning/Consultant - Financial Planning/Disolvency,101,15375,102A Ave,V3R7K1,6046610818,1,GTC,541611,Administrative Management & General Management Consulting Services,49.18911666,-122.7960506
Golden Phoenix Studio,Holistic Health Care - Swedish Massage & Deep Tissue Massage,103,15380,102A Ave,V3R0B3,6044963398,1,GTC,621390,Offices of Other Health Practitioners,49.18859323,-122.7962523
The Hempquarters,Retail Merchant - 0 to 2 Employees, ,15380,102A Ave,V3R0B3,6043456743,1,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.18859323,-122.7962523
Diamond Parking Ltd #4897,Parking Lot, ,15375,102A Ave,V4A5N3,2062843100,1,GTC,812930,Parking Lots & Garages,49.18911666,-122.7960506
Family Services of Greater Vancouver,Charitable Soceity/Organization - Family Counselling Services,12,15355,102A Ave,V3R7K1,6047314951,10,GTC,813990,Other Membership Organizations,49.18894853,-122.7966394
Juliet Stylist,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,1,GTC,812114,Barber Shops,49.18859323,-122.7962523
Juliet Stylist,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,1,GTC,812115,Beauty Salons,49.18859323,-122.7962523
Designs by Debby,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6043759737,1,GTC,812115,Beauty Salons,49.18859323,-122.7962523
Seniors Come Share Society,Charitable Society/Organization, ,15355,102A Ave,V3R7K1,6045312502,7,GTC,813990,Other Membership Organizations,49.18894853,-122.7966394
Primerica,Financial Planning/Consultant,201,15375,102A Ave,V3R7K1,7782930778,1,GTC,541611,Administrative Management & General Management Consulting Services,49.18911666,-122.7960506
1067247 BC Ltd,Administrative Office - Presentation Centre,101,15380,102A Ave,V3R0B3,7783948867,1,GTC,541611,Administrative Management & General Management Consulting Services,49.18859323,-122.7962523
"Jag Grewal, RMT",Massage Therapy (RMT),101,15399,102A Ave,V3R7K1,6046189436,1,GTC,621370,Offices of Massage Therapists,49.18912067,-122.7956937
At Restawhile B & B,Bed & Breakfast, ,15775,102B Ave,V4N2M1,6045899679,1,GTC,721191,Bed & Breakfast,49.18945961,-122.7850653
Steve Nash Sports Club,Fitness Centre, ,13821,103 Ave,V3T5B5,6045881517,55,SCC,713940,Fitness & Recreational Sports Centres,1,1
Community Living Society,Daycare for Persons with Disabilities, ,13811,103 Ave,V3T5B5,6044518699,30,SCC,624120,Services for the Elderly & Persons with Disabilities,1,1
Drake Medox Health Services,Professional Practitioner-Medical/Physiotherapy, ,13817,103 Ave,V3T5B5,6049304517,5,SCC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",1,1
Drake Medox College,Business School - Health Program School, ,13817,103 Ave,V3T5B5,6049304517,15,SCC,611410,Business & Secretarial Schools,1,1
Night and Day Recovery Registered Society,Alcohol & Drug Recovery Home, ,14522,103 Ave,V3R6A9,7783946177,4,GTC,623999,All other residential care facilities,49.18942621,-122.8199613
Midwest Equipment,Used Truck & Equipment Dealer, ,12123,103A Ave,V3V3G7,6045809662,2,WTC,417910,Office & Store Machinery & Equipment Wholesaler-Distributors,49.19076677,-122.8862765
Midwest Equipment,Used Truck & Equipment Dealer, ,12123,103A Ave,V3V3G7,6045809662,2,WTC,441120,Used Car Dealers,49.19076677,-122.8862765
Allied Blower & Sheet Metal Ltd,"Mfg. - Pneumatic Conveying & Dust Collection Systems; Steel Fabrication, Contractor - Steel Fabrication", ,12224,103A Ave,V3V3G9,6049307000,44,WTC,331210,Iron & Steel Pipes & Tubes Manufacturing from Purchased Steel,49.19046747,-122.8833975
Allied Blower & Sheet Metal Ltd,"Mfg. - Pneumatic Conveying & Dust Collection Systems; Steel Fabrication, Contractor - Steel Fabrication", ,12224,103A Ave,V3V3G9,6049307000,44,WTC,333299,All Other Industrial Machinery Manufacturing,49.19046747,-122.8833975
Artek Group Limited The,General Cont., ,12140,103A Ave,V3V3G8,6045842131,30,WTC,231230,General Construction Contractors,49.19052155,-122.8858385
Pacific Northwest Indoor Gardener Ltd,Retail Sales - Garden Supplies, ,15374,103A Ave,V3R7A2,6045884769,5,GTC,444220,Nursery & Garden Centres,49.19030547,-122.7963391
Green Planet Wholesale Ltd,Wholesale Garden Supplies, ,15374,103A Ave,V3R7A2,6045801287,10,GTC,418990,All Other Wholesaler-Distributors,49.19030547,-122.7963391
Nachatar Kaila,Apartment Rental, ,13049,103A Ave,V3T1S4,6048721049,1,SCC,531111,Lessors of Residential Buildings & Dwellings,49.19088402,-122.8607883
Millenium Tire Wholesale Ltd,Tire Wholesale,"B""""",12085,103A Ave,V3V3G7,6045886110,9,WTC,415210,Tire Wholesaler-Distributors,49.19077239,-122.8874878
"Frito Lay Canada, a division of Pepsico Canada ULC",Wrhse., ,11811,103A Ave,V3V0B5,6045878300,100,WTC,493190,Other Warehousing & Storage,49.19214292,-122.8953368
Vancouver Comprehensive Music & Art School,Business School,105/,15290,103A Ave,V3R7A2,6044965111,20,GTC,611410,Business & Secretarial Schools,49.19014874,-122.7983313
Ecolab Co,Administration Office,203,15310,103A Ave,V3R7A2,6044958755,10,GTC,541611,Administrative Management & General Management Consulting Services,49.18977988,-122.7983585
LIMS Taekwondo School,Martial Arts Studio,110,15310,103A Ave,V3R7A2,6045884222,1,GTC,611620,Athletic Instruction,49.18977988,-122.7983585
Surrey Red Tiger Martial Arts,Martial Arts Studio,102,15326,103A Ave,V3R7A2,6045885425,2,GTC,611620,Athletic Instruction,49.19029486,-122.7973636
Steeltech Detailers Inc,Computer drafting,109,15310,103A Ave,V3R7A2,6049301186,5,GTC,541340,Drafting Services,49.18977988,-122.7983585
Guildford School Of Music & Dance,Dance & Music School,101,15326,103A Ave,V3R7A2,6049513725,6,GTC,611610,Fine Arts Schools,49.19029486,-122.7973636
E B S & Company Education Book Supply,Retail Merchant - 0 to 2 Employees,103,15290,103A Ave,V3R7A2,7783953965,1,GTC,451210,Book Stores & News Dealers,49.19014874,-122.7983313
Star Music Club,Social Club,105/,15290,103A Ave,V3R7A2,7788299348,1,GTC,722410,Drinking Places,49.19014874,-122.7983313
Ephin Productions Inc,Retail Merchant - Clothing,107,15290,103A Ave,V3R7A2,7787734987,1,GTC,448199,All Other Clothing Stores,49.19014874,-122.7983313
Blue Max Environmental Drilling Inc,Contractor - Environmental Drilling, ,12247,103A Ave,V3V3G7,7782372583,9,WTC,232990,All Other Special Trade Contracting,49.19080597,-122.882794
Sign Star,"Retail Merchant - Signs, Inter-Municipal Business License FV",108,15290,103A Ave,V3R7A2,6048008088,2,GTC,33995,Sign mfg.,49.19014874,-122.7983313
Sign Star,"Retail Merchant - Signs, Inter-Municipal Business License FV",108,15290,103A Ave,V3R7A2,6048008088,2,GTC,541899,All Other Services Related to Advertising,49.19014874,-122.7983313
Stephen Amsing,Financial Planning / Consultant - Life Insurance,201,15290,103A Ave,V3R7A2,8668315387,1,GTC,523930,Investment Advice,49.19014874,-122.7983313
Artek Group Limited The,Contractor - General, ,12140,103A Ave,V3V3G8,6045842131,9,WTC,231230,General Construction Contractors,49.19052155,-122.8858385
Alive Natural Tree,Retail Merchant - 0 to 2 Employees,104,15290,103A Ave,V3R7P8,7787093395,2,GTC,446191,Food (Health) Supplement Stores,49.19014874,-122.7983313
Harven Veneer Products Ltd,Manufacturer/Machine Shop, ,12147,103A Ave,V3V3G8,7785497679,2,WTC,3212,"Veneer, plywood & engineered wood product mfg.",49.19075981,-122.8854249
Harven Veneer Products Ltd,Manufacturer/Machine Shop, ,12147,103A Ave,V3V3G8,7785497679,2,WTC,332710,Machine Shops,49.19075981,-122.8854249
Kernaghan Adjusters Limited,Insurance Adjuster,102,15290,103A Ave,V3R7A2,6042827932,2,GTC,524291,Claims Adjusters,49.19014874,-122.7983313
Budget Brake & Muffler Auto Centres,Brake & Muffler Serv., ,13718,104 Ave,V3T1W4,6045888588,5,SCC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,49.19140677,-122.8421809
Fraser Heights Animal Hospital,Professional Practitioner-Veterinarian, ,15585,104 Ave,V3R1N9,6045884161,25,GTC,541940,Veterinary Services,49.19174689,-122.7902142
Cascade Christian Counselling Assn,Psychotherapy Counselling,201,14980,104 Ave,V3R1M9,6045851411,3,GTC,624190,Other Individual & Family Services,49.19131445,-122.8071734
Bozzini's Restaurant,Dining Lounge,105,13655,104 Ave,V3T1W3,6045886880,10,SCC,722110,Restaurants,49.19173246,-122.8437312
Guildford Pet Foods,Retail Pet Food & Supplies, ,15585,104 Ave,V3R1N9,6045884115,3,GTC,453910,Pet & Pet Supplies Stores,49.19174689,-122.7902142
Metro Waste Paper Recovery Inc,Multi-Material Processing, ,12345,104 Ave,V3V3H2,6045894385,63,WTC,418190,Other Recyclable Material Wholesaler-Distributors,49.19336116,-122.8831523
AI Industries,Mfg. - Miscellaneous & Structural Steel Fabrication & Welding, ,12349,104 Ave,V3V3H2,6045832171,60,WTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.19255692,-122.881358
Prospera Credit Union,Credit Union, ,13747,104 Ave,V3T1W6,6045880111,20,SCC,522130,Local Credit Unions,49.19179461,-122.8415567
Dr Barend Zack Inc,Professional Practitioner-Medical/Opthalmologist, ,13490,104 Ave,V3T1V8,6045856414,4,SCC,621110,Offices of Physicians,49.19145829,-122.8481559
Apex Communications Inc (13734 - 104 Ave),"Retail Cellular Phones, Alarm Installation Cont.,Contractor - Alarm Installation", ,13734,104 Ave,V3T1W5,6045833300,30,SCC,443110,"Appliance, Television & Other Electronics Stores",49.19142656,-122.8416
Apex Communications Inc (13734 - 104 Ave),"Retail Cellular Phones, Alarm Installation Cont.,Contractor - Alarm Installation", ,13734,104 Ave,V3T1W5,6045833300,30,SCC,561621,Security Systems Services (except Locksmiths),49.19142656,-122.8416
CBI Health Centre-Guildford,Professional Practitioner-Medical/Physiotherapy,200,15387,104 Ave,V3R1N5,6049517345,15,GTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.19171319,-122.7957508
Tsuyuki Dr Kurt T,Medical Office, ,13490,104 Ave,V3T1V8,6049510076,3,SCC,621110,Offices of Physicians,49.19145829,-122.8481559
Fountain Tire (104 Ave),Auto Repair, ,13689,104 Ave,V3T1W3,6045883077,6,SCC,811111,General Automotive Repair,49.19171318,-122.8423243
Sheraton Vancouver Guildford Hotel,Hotel, ,15269,104 Ave,V3R1N5,6045829288,130,GTC,721111,Hotels,49.19170882,-122.7988466
Sheraton Vancouver Guildford Hotel,Hotel, ,15269,104 Ave,V3R1N5,6045829288,130,GTC,722410,Drinking Places,49.19170882,-122.7988466
Sheraton Vancouver Guildford Hotel,Hotel, ,15269,104 Ave,V3R1N5,6045829288,130,GTC,722511,Full-service restaurants,49.19170882,-122.7988466
McDonald's (14476 104 Ave),Restaurant, ,14476,104 Ave,V3R1L9,6045871040,65,GTC,722110,Restaurants,49.19131349,-122.8208021
Surrey Central Inn,Motel, ,13939,104 Ave,V3T1X1,6049304850,2,SCC,721114,Motels,49.19167679,-122.8357593
Pizza Hut,Restaurant - No Alcohol, ,13786,104 Ave,V3T1W5,6045821740,20,SCC,722110,Restaurants,49.19140493,-122.8403703
Guildford A Laundry,"Laundromat, Dry Cleaning", ,14920,104 Ave,V3R1M7,6045816311,1,GTC,812310,Coin-Operated Laundries & Dry Cleaners,49.19133491,-122.808034
Mister Transmission,Auto Repair Service, ,13704,104 Ave,V3T1W4,6045887484,4,SCC,811111,General Automotive Repair,49.19141995,-122.8424703
Long & McQuade Ltd,Retail Sales - Musical Instruments, ,13785,104 Ave,V3T1W6,6045889421,14,SCC,451140,Musical Instrument & Supplies Stores,49.19176155,-122.8401248
Fraser Glen Pizza,Restaurant, ,16814,104 Ave,V4N4L8,6045836661,2,GTC,722110,Restaurants,49.19147317,-122.7560494
Pole Inc Dr C L,Medical Office,108,14914,104 Ave,V3R1M7,6045892426,2,GTC,621110,Offices of Physicians,49.19133785,-122.8083471
Penncorp Life Insurance Company,Insurance Agent,300,13889,104 Ave,V3T1W8,6045891381,6,SCC,524210,Insurance Agencies & Brokerages,49.19169055,-122.8373135
Deckers Auto Parts,Retail Car Parts,2,13890,104 Ave,V3T1W9,6045821866,8,SCC,441310,Automotive Parts & Accessories Stores,49.19135352,-122.8372012
Columbia Remtec Manufacturing,Manufacturer - Tanks,A,12343,104 Ave,V3V3H2,6049303556,39,WTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.19257619,-122.8834666
Glory Food Ltd,"Retail Meats,Retail Merchant - 0 to 2 Employees", ,14390,104 Ave,V3T1Y3,6015826211,7,SCC,445210,Meat Markets,49.19137983,-122.8234914
104 Pawn Shop Ltd,Pawn Shop, ,13752,104 Ave,V3T1W5,6045851433,2,SCC,522299,All Other Non-Depository Credit Intermediation,49.19140267,-122.8410513
Pan Inc Dr Frank S,Dental Office,117,14914,104 Ave,V3R1M7,6045515585,10,GTC,621510,Medical & Diagnostic Laboratories,49.19133785,-122.8083471
