BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTR,NAIC,NAIC_DESCRIPTION,LATITUDE,LONGITUDE
D M A C Technologies,Retail Merchant - Computer Retail,150,13450,102 Ave,V3T5X3,6048211228,6,SCC,443120,Computer & Software Stores,49.187919,-122.848767
Whalley Family Resource Program/Parent Education & Peer Supp,Social services non profit,,12740,102 Ave,V3V3E5,6045845811,5,WTC,813990,Other Membership Organizations,49.187859,-122.869395
Temenos Software Canada Ltd,Software Development,1170,13450,102 Ave,V3T5X3,6045010331,41,SCC,541510,Computer Systems Design & Related Services,49.187919,-122.848767
Reflex Supplements,Retail Merchant - 0 to 2 Employees,201,13650,102 Ave,V3T1N6,7789980355,1,SCC,446191,Food (Health) Supplement Stores,49.187658,-122.843680
Commissionaires BC Fingerprinting & Identification Services,Fingerprinting & Identification Services,140,13450,102 Ave,V3T5X3,6046463330,1,SCC,561611,Investigation Services,49.187919,-122.848767
Century Group,Real Estate - 26 to 50 Employees,2500,13450,102 Ave,V3T5X3,6049432203,35,SCC,531210,Offices of Real Estate Agents & Brokers,49.187919,-122.848767
Barbican Property Management Inc.,Property Management,2500,13450,102 Ave,V3T5X3,6049483832,4,SCC,531310,Real Estate Property Managers,49.187919,-122.848767
Schmidt Berg & Company,Certified General Accountants,101,15399,102A Ave,V3R7K1,6045888585,8,GTC,541212,Offices of Accountants,49.189121,-122.795694
Tap House The,Cabaret,,15330,102A Ave,V3R7R6,6045838828,25,GTC,722410,Drinking Places,49.188615,-122.797493
Mr Big & Tall,Retail Men's Clothing,,15240,102A Ave,V3R8R9,6045851022,6,GTC,448110,Men's Clothing Stores,49.188586,-122.799883
Credit Counselling Society of British Columbia,Credit Counselling Services,101,15399,102A Ave,V3R6Y8,6045278999,1,GTC,523930,Investment Advice,49.189121,-122.795694
Coldwell Banker Vantage Realty,Real Estate,102,15375,102A Ave,V3R7K1,6049162773,29,GTC,531210,Offices of Real Estate Agents & Brokers,49.189117,-122.796051
Elle V Hair Salon Ltd,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,5,GTC,812115,Beauty Salons,49.188593,-122.796252
Sushi Train Restaurant,Food Primary-Class B Dining Room,102A,15380,102A Ave,V3R0B3,6045808802,4,GTC,722110,Restaurants,49.188593,-122.796252
Luminous Skin Care,Skincare,105,15380,102A Ave,V3R0B3,7787084754,1,GTC,812115,Beauty Salons,49.188593,-122.796252
Weight Watchers Canada Ltd,Consultant - Weight Loss & Control,107,15380,102A Ave,V3R0B3,9154912100,20,GTC,624190,Other Individual & Family Services,49.188593,-122.796252
Quick Response & Family Strengthening Programs,Charitable Society/Organization,8,15355,102A Ave,V3R7K1,6045845811,6,GTC,813990,Other Membership Organizations,49.188948,-122.796639
Impulse Chiropractic,Professional Practitioner - Chiropractor,101,15399,102A Ave,V3R7K1,6049518959,4,GTC,621310,Offices of Chiropractors,49.189121,-122.795694
B D O Financial Services Limited Partnership,Financial Planning/Consultant - Financial Planning/Disolvency,101,15375,102A Ave,V3R7K1,6046610818,1,GTC,541611,Administrative Management & General Management Consulting Services,49.189117,-122.796051
Red Carpet Studios,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,7788551407,1,GTC,812114,Barber Shops,49.188593,-122.796252
Red Carpet Studios,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,7788551407,1,GTC,812115,Beauty Salons,49.188593,-122.796252
Golden Phoenix Studio,Holistic Health Care - Swedish Massage & Deep Tissue Massage,103,15380,102A Ave,V3R0B3,6044963398,1,GTC,621390,Offices of Other Health Practitioners,49.188593,-122.796252
Good Health Nutrition,"Cafe, Retail",103A,15380,102A Ave,V3R7K1,6044971877,5,GTC,446191,Food (Health) Supplement Stores,49.188593,-122.796252
Good Health Nutrition,"Cafe, Retail",103A,15380,102A Ave,V3R7K1,6044971877,5,GTC,722512,Limited-service eating places,49.188593,-122.796252
Then & Now Hair Lounge,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,7783848717,1,GTC,812114,Barber Shops,49.188593,-122.796252
Then & Now Hair Lounge,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,7783848717,1,GTC,812115,Beauty Salons,49.188593,-122.796252
The Hempquarters,Retail Merchant - 0 to 2 Employees,,15380,102A Ave,V3R0B3,6043456743,1,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.188593,-122.796252
Diamond Parking Ltd #4897,Parking Lot,,15375,102A Ave,V4A5N3,2062843100,1,GTC,812930,Parking Lots & Garages,49.189117,-122.796051
Family Services of Greater Vancouver,Charitable Soceity/Organization - Family Counselling Services,12,15355,102A Ave,V3R7K1,6047314951,10,GTC,813990,Other Membership Organizations,49.188948,-122.796639
At Restawhile B & B,Bed & Breakfast,,15775,102B Ave,V4N2M1,6045899679,1,GTC,721191,Bed & Breakfast,49.189460,-122.785065
Steve Nash Sports Club,Fitness Centre,,13821,103 Ave,V3T5B5,6045881517,55,SCC,713940,Fitness & Recreational Sports Centres,49.189816,-122.839358
Community Living Society,Daycare for Persons with Disabilities,,13811,103 Ave,V3T5B5,6044518699,30,SCC,624120,Services for the Elderly & Persons with Disabilities,49.189823,-122.839905
Drake Medox Health Services,Professional Practitioner-Medical/Physiotherapy,,13817,103 Ave,V3T5B5,6049304517,5,SCC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.189818,-122.839568
Drake Medox College,Business School - Health Program School,,13817,103 Ave,V3T5B5,6049304517,15,SCC,611410,Business & Secretarial Schools,49.189818,-122.839568
Tentimes Holding Canada Inc.,Real Estate - 0 to 5 Employees,101,13777,103 Ave,V3T5B5,7789290532,2,SCC,531210,Offices of Real Estate Agents & Brokers,49.189823,-122.840382
Midwest Equipment,Used Truck & Equipment Dealer,,12123,103A Ave,V3V3G7,6045809662,2,WTC,417910,Office & Store Machinery & Equipment Wholesaler-Distributors,49.190767,-122.886277
Midwest Equipment,Used Truck & Equipment Dealer,,12123,103A Ave,V3V3G7,6045809662,2,WTC,441120,Used Car Dealers,49.190767,-122.886277
Claimspro Inc,Insurance Adjuster,102,15290,103A Ave,V3R7A2,6045891121,4,GTC,524291,Claims Adjusters,49.190149,-122.798331
Allied Blower & Sheet Metal Ltd,"Mfg. - Pneumatic Conveying & Dust Collection Systems; Steel Fabrication, Contractor - Steel Fabrication",,12224,103A Ave,V3V3G9,6049307000,44,WTC,331210,Iron & Steel Pipes & Tubes Manufacturing from Purchased Steel,49.190467,-122.883398
Allied Blower & Sheet Metal Ltd,"Mfg. - Pneumatic Conveying & Dust Collection Systems; Steel Fabrication, Contractor - Steel Fabrication",,12224,103A Ave,V3V3G9,6049307000,44,WTC,333299,All Other Industrial Machinery Manufacturing,49.190467,-122.883398
Artek Group Limited The,General Cont.,,12140,103A Ave,V3V3G8,6045842131,30,WTC,231230,General Construction Contractors,0.000000,0.000000
Pacific Northwest Indoor Gardener Ltd,Retail Sales - Garden Supplies,,15374,103A Ave,V3R7A2,6045884769,5,GTC,444220,Nursery & Garden Centres,49.190305,-122.796339
Green Planet Wholesale Ltd,Wholesale Garden Supplies,,15374,103A Ave,V3R7A2,6045801287,10,GTC,418990,All Other Wholesaler-Distributors,49.190305,-122.796339
Nachatar Kaila,Apartment Rental,,13049,103A Ave,V3T1S4,6048721049,1,SCC,531111,Lessors of Residential Buildings & Dwellings,49.190884,-122.860788
Millenium Tire Wholesale Ltd,Tire Wholesale,"""B""",12085,103A Ave,V3V3G7,6045886110,9,WTC,415210,Tire Wholesaler-Distributors,49.190772,-122.887488
"Frito Lay Canada, a division of Pepsico Canada ULC",Wrhse.,,11811,103A Ave,V3V0B5,6045878300,100,WTC,493190,Other Warehousing & Storage,49.192143,-122.895337
Vancouver Comprehensive Music & Art School,Business School,105/,15290,103A Ave,V3R7A2,6044965111,20,GTC,611410,Business & Secretarial Schools,49.190149,-122.798331
Ecolab Co,Administration Office,203,15310,103A Ave,V3R7A2,6044958755,10,GTC,541611,Administrative Management & General Management Consulting Services,49.189780,-122.798359
LTMS Taekwondo School,Martial Arts Studio,110,15310,103A Ave,V3R7A2,6045884222,1,GTC,611620,Athletic Instruction,49.189780,-122.798359
Surrey Red Tiger Martial Arts,Martial Arts Studio,102,15326,103A Ave,V3R7A2,6045885425,2,GTC,611620,Athletic Instruction,49.190295,-122.797364
Steeltech Detailers Inc,Computer drafting,109,15310,103A Ave,V3R7A2,6049301186,5,GTC,541340,Drafting Services,49.189780,-122.798359
Guildford School Of Music & Dance,Dance & Music School,101,15326,103A Ave,V3R7A2,6049513725,6,GTC,611610,Fine Arts Schools,49.190295,-122.797364
E B S & Company Education Book Supply,Retail Merchant - 0 to 2 Employees,103,15290,103A Ave,V3R7A2,7783953965,1,GTC,451210,Book Stores & News Dealers,49.190149,-122.798331
Star Music Club,Social Club,105/,15290,103A Ave,V3R7A2,7788299348,1,GTC,722410,Drinking Places,49.190149,-122.798331
Blue Max Environmental Drilling Inc,Contractor - Environmental Drilling,,12247,103A Ave,V3V3G7,7782372583,9,WTC,232990,All Other Special Trade Contracting,49.190806,-122.882794
Sign Star,"Retail Merchant - Signs, Inter-Municipal Business License FV",108,15290,103A Ave,V3R7A2,6048008088,2,GTC,33995,Sign mfg.,49.190149,-122.798331
Sign Star,"Retail Merchant - Signs, Inter-Municipal Business License FV",108,15290,103A Ave,V3R7A2,6048008088,2,GTC,541899,All Other Services Related to Advertising,49.190149,-122.798331
Stephen Amsing,Financial Planning / Consultant - Life Insurance,201,15290,103A Ave,V3R7A2,8668315387,1,GTC,523930,Investment Advice,49.190149,-122.798331
Artek Group Limited The,Contractor - General,,12140,103A Ave,V3V3G8,6045842131,9,WTC,231230,General Construction Contractors,0.000000,0.000000
Alive Natural Tree,Retail Merchant - 0 to 2 Employees,104,15290,103A Ave,V3R7P8,7787093395,2,GTC,446191,Food (Health) Supplement Stores,49.190149,-122.798331
Budget Brake & Muffler,Brake & Muffler Serv.,,13718,104 Ave,V3T1W4,6045888588,5,SCC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,49.191407,-122.842181
Fraser Heights Animal Hospital,Professional Practitioner-Veterinarian,,15585,104 Ave,V3R1N9,6045884161,25,GTC,541940,Veterinary Services,49.191747,-122.790214
Cascade Christian Counselling Assn,Psychotherapy Counselling,201,14980,104 Ave,V3R1M9,6045851411,3,GTC,624190,Other Individual & Family Services,49.191314,-122.807173
Bozzini's Restaurant,Dining Lounge,105,13655,104 Ave,V3T1W3,6045886880,10,SCC,722110,Restaurants,49.191732,-122.843731
Guildford Pet Foods,Retail Pet Food & Supplies,,15585,104 Ave,V3R1N9,6045884115,3,GTC,453910,Pet & Pet Supplies Stores,49.191747,-122.790214
Metro Waste Paper Recovery Inc,Multi-Material Processing,,12345,104 Ave,V3V3H2,6045894385,63,WTC,418190,Other Recyclable Material Wholesaler-Distributors,49.192333,-122.882832
AI Industries,Mfg. - Miscellaneous & Structural Steel Fabrication & Welding,,12349,104 Ave,V3V3H2,6045832171,60,WTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.192295,-122.882058
Prospera Credit Union,Credit Union,,13747,104 Ave,V3T1W6,6045880111,20,SCC,522130,Local Credit Unions,49.191795,-122.841557
Dr Barend Zack Inc,Professional Practitioner-Medical/Opthalmologist,,13490,104 Ave,V3T1V8,6045856414,4,SCC,621110,Offices of Physicians,49.191458,-122.848156
Apex Communications Inc (13734 - 104 Ave),"Retail Cellular Phones, Alarm Installation Cont.,Contractor - Alarm Installation",,13734,104 Ave,V3T1W5,6045833300,30,SCC,443110,"Appliance, Television & Other Electronics Stores",49.191427,-122.841600
Apex Communications Inc (13734 - 104 Ave),"Retail Cellular Phones, Alarm Installation Cont.,Contractor - Alarm Installation",,13734,104 Ave,V3T1W5,6045833300,30,SCC,561621,Security Systems Services (except Locksmiths),49.191427,-122.841600
Guildford Gift Shop,Retail Sales - Gifts,,15269,104 Ave,V3R1N5,6045828128,2,GTC,453220,"Gift, Novelty & Souvenir Stores",49.191709,-122.798847
Guildford Physiotherapy & Hand Therapy Clinic,Professional Practitioner-Medical/Physiotherapy,200,15387,104 Ave,V3R1N5,6049517345,15,GTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.191713,-122.795751
Tsuyuki Dr Kurt T,Medical Office,,13490,104 Ave,V3T1V8,6049510076,3,SCC,621110,Offices of Physicians,49.191458,-122.848156
Fountain Tire (104 Ave),Auto Repair,,13689,104 Ave,V3T1W3,6045883077,6,SCC,811111,General Automotive Repair,49.191713,-122.842324
Sheraton Guildford Hotel,Hotel,,15269,104 Ave,V3R1N5,6045829288,130,GTC,721111,Hotels,49.191709,-122.798847
Sheraton Guildford Hotel,Hotel,,15269,104 Ave,V3R1N5,6045829288,130,GTC,722410,Drinking Places,49.191709,-122.798847
Sheraton Guildford Hotel,Hotel,,15269,104 Ave,V3R1N5,6045829288,130,GTC,722511,Full-service restaurants,49.191709,-122.798847
McDonald's (14476 104 Ave),Restaurant,,14476,104 Ave,V3R1L9,6045871040,65,GTC,722110,Restaurants,49.191313,-122.820802
Surrey Central Inn,Motel,,13939,104 Ave,V3T1X1,6049304850,2,SCC,721114,Motels,49.191677,-122.835759
Pizza Hut,Restaurant - No Alcohol,,13786,104 Ave,V3T1W5,6045821740,20,SCC,722110,Restaurants,49.191405,-122.840370
Guildford A Laundry,"Laundromat, Dry Cleaning",,14920,104 Ave,V3R1M7,6045816311,1,GTC,812310,Coin-Operated Laundries & Dry Cleaners,49.191335,-122.808034
Mister Transmission,Auto Repair Service,,13704,104 Ave,V3T1W4,6045887484,4,SCC,811111,General Automotive Repair,49.191420,-122.842470
Long & McQuade Ltd,Retail Sales - Musical Instruments,,13785,104 Ave,V3T1W6,6045889421,14,SCC,451140,Musical Instrument & Supplies Stores,49.191761,-122.840125
Fraser Glen Pizza,Restaurant,,16814,104 Ave,V4N4L8,6045836661,2,GTC,722110,Restaurants,49.191473,-122.756049
Klynstra & Co,Bookkeeping Office,105,14914,104 Ave,V3R1M7,6045896185,1,GTC,541215,"Bookkeeping, Payroll & Related Services",49.191338,-122.808347
N D G  Financial Corp,Finance Company,400,15225,104 Ave,V3R6Y8,6045882260,115,GTC,522291,Consumer Lending,49.191695,-122.800045
Pole Inc Dr C L,Medical Office,108,14914,104 Ave,V3R1M7,6045892426,2,GTC,621110,Offices of Physicians,49.191338,-122.808347
Penncorp Life Insurance Company,Insurance Agent,300,13889,104 Ave,V3T1W8,6045891381,6,SCC,524210,Insurance Agencies & Brokerages,49.191690,-122.837314
Deckers Auto Parts,Retail Car Parts,2,13890,104 Ave,V3T1W9,6045821866,8,SCC,441310,Automotive Parts & Accessories Stores,49.191353,-122.837201
Columbia Remtec Manufacturing,Manufacturer - Tanks,A,12343,104 Ave,V3V3H2,6049303550,39,WTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.192356,-122.883180
Glory Meat,Retail Meats,,14390,104 Ave,V3T1Y3,6045826211,7,SCC,445210,Meat Markets,49.191380,-122.823491
104 Pawn Shop Ltd,Pawn Shop,,13752,104 Ave,V3T1W5,6045851433,2,SCC,522299,All Other Non-Depository Credit Intermediation,49.191403,-122.841051
Pan Inc Dr Frank S,Dental Office,117,14914,104 Ave,V3R1M7,6045515585,10,GTC,621510,Medical & Diagnostic Laboratories,49.191338,-122.808347
Mainland Ford Ltd,Auto Repair & Sales,,14530,104 Ave,V3R1L9,6045889921,88,GTC,441110,New Car Dealers,49.191362,-122.819702
Mainland Ford Ltd,Auto Repair & Sales,,14530,104 Ave,V3R1L9,6045889921,88,GTC,811111,General Automotive Repair,49.191362,-122.819702
Ward Dr D K,Medical Office,202,14439,104 Ave,V3R1M1,6045822762,6,GTC,621110,Offices of Physicians,49.191728,-122.822061
North Surrey Service,Gas Station,,14419,104 Ave,V3R1M1,6045812833,10,GTC,447190,Other Gasoline Stations,49.191705,-122.822465
Ben's Appliance Sales & Services Ltd,Appliance Sales & Service,,13664,104 Ave,V3T1W2,6045814307,5,SCC,443110,"Appliance, Television & Other Electronics Stores",49.191447,-122.843612
Ben's Appliance Sales & Services Ltd,Appliance Sales & Service,,13664,104 Ave,V3T1W2,6045814307,5,SCC,811412,Appliance Repair & Maintenance,49.191447,-122.843612
Tay Do Deli,Restaurant,,13740,104 Ave,V3T1W5,6045813559,2,SCC,722110,Restaurants,49.191406,-122.841381
Solutions Credit Counselling Service Inc,"Credit/Debt Counselling, Budget Planners, Debtor Rights",306,15225,104 Ave,V3R6Y8,6045889491,2,GTC,523930,Investment Advice,49.191695,-122.800045
Silver Star Auto M B Inc,Automobile Dealer/Rebuilder,,15508,104 Ave,V3R1N8,6045817662,30,GTC,441120,Used Car Dealers,49.191355,-122.792570
Silver Star Auto M B Inc,Automobile Dealer/Rebuilder,,15508,104 Ave,V3R1N8,6045817662,30,GTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.191355,-122.792570
Young Drivers Of Canada,Driving School,107,14914,104 Ave,V3W3N4,6048721266,1,GTC,611640,Driving Schools,49.191338,-122.808347
Hair Bank,Hair Salon,109,13979,104 Ave,V3T1X1,6045821170,2,SCC,812115,Beauty Salons,49.191662,-122.834649
Joy Karaoke,Karaoke entertainment,,13790,104 Ave,V3T1W5,6045812777,2,SCC,812940,Party & Special Event Services & Rental,49.191409,-122.840262
Wirsig Matheos Lawyers,Professional Practitioner-Lawyer,210,15225,104 Ave,V3R6Y8,6045832200,11,GTC,541110,Offices of Lawyers,49.191695,-122.800045
Marmac Grocery Store,Grocery Store,2,14902,104 Ave,V3R1M7,6045853330,2,GTC,445120,Convenience Stores,49.191341,-122.808980
Think Projects Inc,Model & Talent Agency,106,14914,104 Ave,V3R1M7,6045897533,2,GTC,561310,Employment Placement Agencies,49.191338,-122.808347
Lulu Convenience,Retail Merchant - Grocery Store,,15618,104 Ave,V4N2J3,6045859828,2,GTC,445120,Convenience Stores,49.191435,-122.789468
Phoa Hoa Restaurant,Restaurant,,14357,104 Ave,V3T1Y1,6045813289,5,SCC,722110,Restaurants,49.191729,-122.823772
Haven Management Company Ltd,Property Management,,15483,104 Ave,V3R1N9,6045383823,6,GTC,531310,Real Estate Property Managers,49.191758,-122.792845
Haven Management Company Ltd,Property Management,,15483,104 Ave,V3R1N9,6045383823,6,GTC,813990,Other Membership Organizations,49.191758,-122.792845
Vinasafe Insurance Services Ltd,Insurance Agent,,13778,104 Ave,V3T1W5,6045871899,2,SCC,524210,Insurance Agencies & Brokerages,49.191407,-122.840555
Hannam Supermarket,Retail Groceries,1,15357,104 Ave,V3R1N5,6045803433,46,GTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.191703,-122.796652
Elvis Pizza,"Pizza Take Out,Restaurant - No Alcohol",C/D,14916,104 Ave,V3R1M7,6045812814,1,GTC,722110,Restaurants,49.191338,-122.808247
104 Laundry,Laundromat,106,13979,104 Ave,V3T1X1,6045800087,1,SCC,812310,Coin-Operated Laundries & Dry Cleaners,49.191662,-122.834649
Everhealth Chiropractic,Professional Practitioner-Chiropractor,,14912,104 Ave,V3R1M7,6045816188,3,GTC,621310,Offices of Chiropractors,49.191340,-122.808454
Mainstreet Equity Corp,Apartment Rentals,,14881,104 Ave,V3R1M6,2044759090,2,GTC,531111,Lessors of Residential Buildings & Dwellings,49.191668,-122.810054
Surrey Board of Trade,Business Organization,101,14439,104 Ave,V3R1M1,6045817130,1,GTC,813990,Other Membership Organizations,49.191728,-122.822061
Taxpro Consulting,Income Tax Serv.,101,14914,104 Ave,V3R1M7,6042676151,3,GTC,541213,Tax Preparation Services,49.191338,-122.808347
B C Dealer's Trade In Centre Inc,Used Auto Sales,,14458,104 Ave,V3R1L9,6045851831,7,GTC,441120,Used Car Dealers,49.191348,-122.821521
Surrey Cash Now,Cheque Cashing Centre,102,14888,104 Ave,V3R1M4,6045269594,3,GTC,522390,Other Activities Related to Credit Intermediation,49.191294,-122.809762
