BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,ADDRESS,POSTAL_CODE,PHONE,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,NAIC,NAIC_DESCRIPTION,SECTORS,LONGITUDE,LATITUDE
A A P K A Fashion,Retail Merchant,173,8138,128 St,8138 128 St,V3W1R1,7785651744,NTC,Commercial/Industrial,448199,All Other Clothing Stores,,-122.867843,49.150534
A B C Country Restaurant,Dining Lounge,101,15373,Fraser Hwy,15373 Fraser Hwy,V3R3P3,6045833228,FTC,Commercial/Industrial,722110,Restaurants,,-122.796911,49.164453
A B C Country Restaurant,Food Primary-Class B Dining Lounge,600,7380,King George Blvd,7380 King George Blvd,V3W5A5,6045962997,NTC,Commercial/Industrial,722110,Restaurants,,-122.845466,49.136918
A B C Country Restaurant,Dining Lounge,,19219,No 10 (Langley Bypass) Hwy,19219 No 10 (Langley Bypass) Hwy,V3S8V9,6045767770,CTC,Commercial/Industrial,722110,Restaurants,,0.000000,0.000000
A B C Customs Brokers Ltd,Customs Broker,110,17637,1 Ave,17637 1 Ave,V3S9S1,6045385777,SSTC,Commercial/Industrial,488519,Other Freight Transportation Arrangement,,-122.734143,49.004087
A B C Metals,Scrap Metal Recycling,,19355,54 Ave,19355 54 Ave,V3S8E5,6045149411,CTC,Commercial/Industrial,418190,Other Recyclable Material Wholesaler-Distributors,,-122.687711,49.101254
A B C Pressworks,Commercial Printer,113,14620,64 Ave,14620 64 Ave,V3S1X7,6045918424,NTC,Commercial/Industrial,323119,Other Printing,,-122.817090,49.119036
A B C Transmissions Ltd,Transmission sales & service,,9357,193 St,9357 193 St,V4N4E7,6048822886,GTC,Commercial/Industrial,811111,General Automotive Repair,,-122.687978,49.172785
A B F Freight System BC Ltd,Trucking,174,17735,1 Ave,17735 1 Ave,V3S9S1,6045420727,SSTC,Commercial/Industrial,484120,General Freight Trucking,,-122.731625,49.003910
A B M Products Inc,Import/Export,207,9785,192 St,9785 192 St,V4N4C7,6048829473,GTC,Commercial/Industrial,419199,Import and/or Export or Manufacturer's Agents,,-122.690442,49.180517
A B S Janitorial Services Ltd,Janitorial supplies,32,8528,123 St,8528 123 St,V3W3V6,6043416594,NTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.882177,49.158374
A C C Jeweller Ltd,Wholesale,156/,12899,80 Ave,12899 80 Ave,V3W0E6,6048070006,NTC,Commercial/Industrial,414410,Jewellery & Watch Wholesaler-Distributors,,-122.865145,49.148251
A C R Glass Inc,Residental & commercial glass installation,111,8952,Holt (120a St) Rd,8952 Holt (120a St) Rd,V3V4H2,6045020035,WTC,Commercial/Industrial,444190,Other Building Material Dealers,,-122.889123,49.165887
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,12960 84 Ave,V3W1K7,6045911128,NTC,Commercial/Industrial,334290,Other Communications Equipment Manufacturing,Aviation,-122.863576,49.155291
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,12960 84 Ave,V3W1K7,6045911128,NTC,Commercial/Industrial,334290,Other Communications Equipment Manufacturing,Cleantech,-122.863576,49.155291
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,12960 84 Ave,V3W1K7,6045911128,NTC,Commercial/Industrial,334290,Other Communications Equipment Manufacturing,Healthtech,-122.863576,49.155291
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,12960 84 Ave,V3W1K7,6045911128,NTC,Commercial/Industrial,334999,Hi Tech Industries,Aviation,-122.863576,49.155291
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,12960 84 Ave,V3W1K7,6045911128,NTC,Commercial/Industrial,334999,Hi Tech Industries,Cleantech,-122.863576,49.155291
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,12960 84 Ave,V3W1K7,6045911128,NTC,Commercial/Industrial,334999,Hi Tech Industries,Healthtech,-122.863576,49.155291
A C T Healthwise Phychological Services,Registered Psychologist,120,16555,Fraser Hwy,16555 Fraser Hwy,V4N0E9,6045625559,FTC,Commercial/Industrial,621110,Offices of Physicians,,-122.763353,49.151391
A C Tax & Accounting Services Ltd,Professional Practitioner-Accountant,314,8128,128 St,8128 128 St,V3W1R1,6045994435,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.867843,49.150355
A Class Appliance,Appliance Repair,103,12465,82 Ave,12465 82 Ave,V3W3E8,6045436239,NTC,Commercial/Industrial,811412,Appliance Repair & Maintenance,,-122.876828,49.152084
A Class Doors Ltd,Mfg. - Pre Hung Doors,11,8336,129 St,8336 129 St,V3W4G2,6045720222,NTC,Commercial/Industrial,321911,Wood Window & Door Manufacturing,,-122.865389,49.154306
A Class Fabrication Co Ltd,"Metal fabrication,Manufacturer/Machine Shop - Metal fabrication",H,8065,130 St,8065 130 St,V3W7X4,6045728585,NTC,Commercial/Industrial,332710,Machine Shops,,-122.862408,49.149313
A Class Granite Ltd,Manufacturer/Machine Shop,48/4,13315,115 Ave,13315 115 Ave,V3R0R8,7788899526,WTC,Commercial/Industrial,327990,All Other Non-Metallic Product Manufacturing,,-122.853272,49.211513
A D Barbecue,Retail Merchant - 0 to 2 Employees,,14351,104 Ave,14351 104 Ave,V3T1Y1,6045971059,SCC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.824342,49.191611
A D T Financial Inc,Financial services,101,7475,135 St,7475 135 St,V3W0M8,6045946685,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.848536,49.138697
A G 96 Mini Mart,Retail Merchant - Convenience Store,,11779,96 Ave,11779 96 Ave,V3V1W1,7788675838,WTC,Commercial/Industrial,445120,Convenience Stores,,-122.896296,49.177226
A H & Jay Car Truck Repair Ltd,Auto Repair Service,108,12465,82 Ave,12465 82 Ave,V3W3E8,6045960270,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.876828,49.152084
A Hook N Go Towing Ltd,Towing - No Storage,210,12451,82 Ave,12451 82 Ave,V3W3E8,7788967800,NTC,Commercial/Industrial,484120,General Freight Trucking,,-122.877241,49.152093
A I N Holdings Corporation,Lottery Ticket Centre,,10355,King George Blvd,10355 King George Blvd,V3T2W6,6045801892,SCC,Commercial/Industrial,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),,-122.845497,49.190870
A J Boyal Truck Repair Ltd,Automotive Repair Service,2,14730,66 Ave,14730 66 Ave,V3S1Z9,6045511745,NTC,Commercial/Industrial,811118,Truck & Trailer Repair & Maintenance,,-122.813914,49.122698
A J Drury Custom Millwork Ltd,Millwork,,12684,82 Ave,12684 82 Ave,V3W3G1,6045070522,NTC,Commercial/Industrial,332710,Machine Shops,,-122.870364,49.151772
A J H Macdonald Limited,Mfg Agent - Hardware,,2368,Christopherson Rd,2368 Christopherson Rd,V4A3L4,6045419922,SSTC,Commercial/Industrial,419199,Import and/or Export or Manufacturer's Agents,,-122.882520,49.045297
A J Insurance Service Ltd,Insurance Agent,50,10330,152 St,10330 152 St,V3R4G8,7783951139,GTC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.800749,49.190194
A J Photography,Photographer/Videographer,231,8138,128 St,8138 128 St,V3W1R1,7788818835,NTC,Commercial/Industrial,541920,Photographic Services,,-122.867843,49.150534
A Kalra & Co,Accounting & Taxation Preparation.,207,9200,120 St,9200 120 St,V3V4B7,6044965130,WTC,Commercial/Industrial,541212,Offices of Accountants,,-122.890115,49.170465
A L C A Distribution Inc,Wholesale,4,2153,192 St,2153 192 St,V3S3X2,6046353901,SSTC,Commercial/Industrial,414110,Clothing & Clothing Accessories Wholesaler-Distributors,,-122.691510,49.041651
A La Carte Woodturning,"Mfg. - Woodworking,Auto Body/Painting",66,13330,116 Ave,13330 116 Ave,V3R0R8,6048086519,WTC,Commercial/Industrial,321919,Other Millwork,,0.000000,0.000000
A Lanfranco & Associates Inc,Environment Air Testing & Engineering,101,9488,189 St,9488 189 St,V4N4W7,6048812582,GTC,Commercial/Industrial,541330,Engineering Services,,-122.698768,49.174987
A M Abrasive Machining Service Ltd,Manufacturer/Machine Shop - Grinding,7,12342,82A Ave,12342 82A Ave,V3W0L6,6045908229,NTC,Commercial/Industrial,332710,Machine Shops,,-122.880346,49.153081
A M C Carpets Ltd,Carpets,16,8388,128 St,8388 128 St,V3W4G2,6045946141,NTC,Commercial/Industrial,414320,Floor Covering Wholesaler-Distributors,,-122.867860,49.155026
A M C Insurance Services Ltd,Insurance Agent,134,17455,56 Ave,17455 56 Ave,V3S2X6,6045766648,CTC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,0.000000,0.000000
A M Expresso,Restaurant,101,10277,135 St,10277 135 St,V3T4C3,6049301505,SCC,Commercial/Industrial,722110,Restaurants,,0.000000,0.000000
A M Stevens Consulting,"Consulting, Counselling",3,15243,91 Ave,15243 91 Ave,V3R8P8,6045833921,FTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.799803,49.168372
A Mac Machinery & Fabrication,Machine Shop & Fabrication,21,12484,82 Ave,12484 82 Ave,V3W3E9,6045724449,NTC,Commercial/Industrial,332710,Machine Shops,,-122.876293,49.151893
A Mary's Travel & Tours Ltd,Travel Agency,103,13979,104 Ave,13979 104 Ave,V3T1X1,6049511356,SCC,Commercial/Industrial,561510,Travel Agencies,,-122.834766,49.191572
A N P Aluminum Railing,Railing manufacturing,B,10905,Larson Rd,10905 Larson Rd,V3V3Y7,7783220246,WTC,Commercial/Industrial,332710,Machine Shops,,-122.879957,49.200984
A N Wireless Ltd,"Retail Merchant - Cell phone sale,Repair Service - Cell Phones and Computers",,9589,128 St,9589 128 St,V3V6J2,6047214333,WTC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.868167,49.176835
A O A Finishing Ltd,Mfg.,208,12745,78 Ave,12745 78 Ave,V3W1M4,7782181837,NTC,Commercial/Industrial,332710,Machine Shops,,-122.868908,49.144774
A P A Tax & Accounting Inc,Accounting Service,203,12639,80 Ave,12639 80 Ave,V3W3A6,6045973206,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.872083,49.148328
A P Insurance Services Ltd,Insurance Agent,101,12788,76A Ave,12788 76A Ave,V3W1S9,6045029199,NTC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.868143,49.142241
A P T Education Center,Tutoring center for elementary to high school students,,10061,136A St,10061 136A St,V3T4G1,6045888785,SCC,Commercial/Industrial,611650,Tutorial Services,,0.000000,0.000000
A Passion For Flowers Design Studio Ltd,"Retail - Florist, Home DÚcor,",11,3268,King George Blvd,3268 King George Blvd,V4P1A5,6045055088,SSTC,Commercial/Industrial,442298,All Other Home Furnishings Stores,,-122.813501,49.061821
A Passion For Flowers Design Studio Ltd,"Retail - Florist, Home DÚcor,",11,3268,King George Blvd,3268 King George Blvd,V4P1A5,6045055088,SSTC,Commercial/Industrial,453110,Florists,,-122.813501,49.061821
A Place For Us Society,Charitable Society,,12054,96 Ave,12054 96 Ave,V3V1W3,6045817118,WTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.888668,49.177060
A Priority Locksmiths,Lock Repair Only - No Retail Sales Permitted,11,17921,55 Ave,17921 55 Ave,V3S6C4,7782397679,CTC,Commercial/Industrial,561622,Locksmiths,,-122.725620,49.102380
A R I Realty Corp,Real Estate - 0 to 5 Employees,202,15388,24 Ave,15388 24 Ave,V4A2J2,6042560397,SSTC,Commercial/Industrial,531211,Real estate agents,,-122.796021,49.045513
A R Thomson Ltd,Mfg. - Gaskets & Distributors,,7930,130 St,7930 130 St,V3W0H7,6045076050,NTC,Commercial/Industrial,336390,Other Vehicle Parts Manufacturing,,-122.862070,49.147072
A R Way Enterprises Ltd,Truck Parking,,6739,176 St,6739 176 St,V3S4G6,6046039593,CTC,Commercial/Industrial,812930,Parking Lots & Garages,,-122.735036,49.124767
A S A P Automotive Services,Automotive Repair Service,6,12362,82A Ave,12362 82A Ave,V3W0L6,6045905541,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.879925,49.153071
A S Bubber & Associates Inc,Chartered Accountant,208,8120,128 St,8120 128 St,V3W1R1,6045997262,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.867842,49.150211
A S Khurana & Associates Inc,Bookkeeping,209,9200,120 St,9200 120 St,V3V4B7,6045880940,WTC,Commercial/Industrial,541215,"Bookkeeping, Payroll & Related Services",,-122.890115,49.170465
A S Mattoo & Associates Law Office,Law Office,209,8120,128 St,8120 128 St,V3W1R1,6045726000,NTC,Commercial/Industrial,541110,Offices of Lawyers,,-122.867842,49.150211
A S N Carpet World Ltd,Wholesale - Carpets,1,8236,128 St,8236 128 St,V3W4G2,6045728877,NTC,Commercial/Industrial,414320,Floor Covering Wholesaler-Distributors,,-122.867850,49.152295
A S Tax & Accounting 2007 Ltd,Accounting,102,9386,120 St,9386 120 St,V3V4B9,6045832110,WTC,Commercial/Industrial,541212,Offices of Accountants,,-122.890068,49.173649
A Sandhu Music Gallery,Retail Music,103,6955,128 St,6955 128 St,V3W4E1,7789084366,NTC,Commercial/Industrial,451140,Musical Instrument & Supplies Stores,,-122.867944,49.129250
A Sandhu Music Gallery,Retail Music,103,6955,128 St,6955 128 St,V3W4E1,7789084366,NTC,Commercial/Industrial,451220,"Pre-Recorded Tape, Compact Disc & Record Stores",,-122.867944,49.129250
A T I Telecom International Company,"Telecommunications services provider, including installation",7,15050,54A Ave,15050 54A Ave,V3S5X7,7785717000,NTC,Commercial/Industrial,232510,Electrical Contractors & Other Wiring Installation Contractors,,-122.805307,49.101631
A Taste of Punjab Restaurant,Food Primary-Class B Dining Lounge,,10009,136A St,10009 136A St,V3T4G1,6045887700,SCC,Commercial/Industrial,722110,Restaurants,,0.000000,0.000000
A V S Windows Ltd,Mfg. - Vinyl Windows,,13070,115 Ave,13070 115 Ave,V3R2T9,6045828500,WTC,Commercial/Industrial,326198,All Other Plastic Product Manufacturing,,-122.859934,49.211140
A W A R E,Employment Counselling - Non Profit,101,6840,King George Blvd,6840 King George Blvd,V3W4Z9,6045028355,NTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.845455,49.126940
A W A R E Society,Employment Services,,5673,176A St,5673 176A St,V3S4G8,6045742322,CTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.733821,49.105492
A W Vandermeer & Associates,Professional Practitioner-Accountant,204,5752,176 St,5752 176 St,V3S4C8,6045712060,CTC,Commercial/Industrial,541212,Offices of Accountants,,-122.734834,49.106920
A-1 Jewellers,Manufacturer/Machine Shop - Jeweller,345,8140,128 St,8140 128 St,V3W1R1,6045033007,NTC,Commercial/Industrial,332710,Machine Shops,,-122.867844,49.150570
A1 Signway Ltd,"Sign Painter/Manufacturer/Installations,Contractor - Signs",10,19510,55 Ave,19510 55 Ave,V3S8P7,6045742490,CTC,Commercial/Industrial,541899,All Other Services Related to Advertising,,-122.682321,49.102278
A1 Signway Ltd,Sign Installation,10,19510,55 Ave,19510 55 Ave,V3S8P7,6045742490,CTC,Commercial/Industrial,54185,Display advertising,,-122.682321,49.102278
A1 Wireless,Cellular Repair & Distribution,1,7711,128 St,7711 128 St,V3W4E6,6043468888,NTC,Commercial/Industrial,811210,Electronic & Precision Equipment Repair & Maintenance,,-122.868065,49.143316
Aakarshan,Wholesale,163,12899,80 Ave,12899 80 Ave,V3W0E6,6047236027,NTC,Commercial/Industrial,414110,Clothing & Clothing Accessories Wholesaler-Distributors,,-122.865145,49.148251
Aamco Transmissions,Auto Repair Service,,8951,152 St,8951 152 St,V3R4E5,6045991213,FTC,Commercial/Industrial,811111,General Automotive Repair,,-122.801571,49.165095
Aarc West Mechanical Insulation Inc,Contractor - Mechanical Insulation,,19131,21 Ave,19131 21 Ave,V3S3M3,6045359963,SSTC,Commercial/Industrial,232440,Insulation Work,,-122.693175,49.040339
Aaron Animal Hospital,Professional Practitioner-Veterinarian,101,5668,176A St,5668 176A St,V3S4H1,6045761391,CTC,Commercial/Industrial,541940,Veterinary Services,,-122.733546,49.105399
Aaron's Sales & Lease,"Retail Merchant - Furniture, Consumer Electronics, Appliances & Computers",,10790,King George Blvd,10790 King George Blvd,V3T2X7,6045826778,SCC,Commercial/Industrial,442110,Furniture Stores,,-122.845712,49.198725
Aaron's Sales & Lease,"Retail Merchant - Furniture, Consumer Electronics, Appliances & Computers",,10790,King George Blvd,10790 King George Blvd,V3T2X7,6045826778,SCC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.845712,49.198725
Aaron's Steak & Pizza,Restaurant,,17665,57 Ave,17665 57 Ave,V3S1H1,6045768151,CTC,Commercial/Industrial,722110,Restaurants,,-122.733203,49.106070
Abakhan & Associates,Bankruptcy Trustee,210,5620,152 St,5620 152 St,V3S3K2,6045762262,NTC,Commercial/Industrial,541990,"All Other Professional, Scientific & Technical Services",,-122.800901,49.104641
Abasa Optical,Optometrist,202,18730,Fraser Hwy,18730 Fraser Hwy,V3S7Y4,6045759141,CTC,Commercial/Industrial,621320,Offices of Optometrists,,-122.703614,49.124435
Abbsry Tires Fleetwood,Tire sales & service,103,15685,Fraser Hwy,15685 Fraser Hwy,V4N0Y6,6045752224,FTC,Commercial/Industrial,441320,Tire Dealers,,-122.787959,49.161001
Abercromby Rathgeber,Chartered Accountants,305,15127,100 Ave,15127 100 Ave,V3R0N9,6049519891,GTC,Commercial/Industrial,541212,Offices of Accountants,,-122.803102,49.184280
Abest Auto Sales Inc,Used Car Dealership,,13453,King George Blvd,13453 King George Blvd,V3T2T8,7785522211,SCC,Commercial/Industrial,441120,Used Car Dealers,,-122.849367,49.201717
Abhi Insurance Agency Inc,Insurance Agent,302,8128,128 St,8128 128 St,V3W1R1,6049966862,NTC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.867843,49.150355
Able Autobody Newton,Auto Body Repair,,8686,128 St,8686 128 St,V3W4G5,6045941727,NTC,Commercial/Industrial,811121,"Automotive Body, Paint & Interior Repair & Maintenance",,-122.867881,49.160417
Able Autobody Surrey Ltd,Autobody Repair,,8253,132 St,8253 132 St,V3W4N6,6045943737,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.856981,49.152603
Able Developmental Clinic Inc,Psychologist's Office,12,15243,91 Ave,15243 91 Ave,V3R9K2,6045843450,FTC,Commercial/Industrial,621110,Offices of Physicians,,-122.799803,49.168372
Able Doors Ltd,"Whlse. Doors, Moulding & Hardware,Doors moulding & hardware",23,12468,82 Ave,12468 82 Ave,V3W4H5,6045970011,NTC,Commercial/Industrial,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",,-122.876767,49.151903
Able Mechanics Inc,Automotive Repair Service,,13495,King George Blvd,13495 King George Blvd,V3T2T8,6048130995,SCC,Commercial/Industrial,811111,General Automotive Repair,,-122.848150,49.200910
Able Tire Services,Automotive Repair,,6925,176 St,6925 176 St,V3S4P4,6045751619,CTC,Commercial/Industrial,811111,General Automotive Repair,,-122.734928,49.128631
Able Woodworking Ltd,Woodwork,01-Dec,7743,128 St,7743 128 St,V3W1L4,6047231615,NTC,Commercial/Industrial,332710,Machine Shops,,-122.868068,49.143803
Ablesun Plastics Ltd,Mfg.- Plastic,17,8125,130 St,8125 130 St,V3W7X4,6045968928,NTC,Commercial/Industrial,326198,All Other Plastic Product Manufacturing,,-122.862412,49.150264
Aboriginal Training Employment Cooperative,Charitable Society/Organization,,10757,138 St,10757 138 St,V3T4K8,7783950385,SCC,Commercial/Industrial,813990,Other Membership Organizations,,-122.839779,49.197641
Abrahams Dr Ismail,Physician & Surgeon,7,13665,96 Ave,13665 96 Ave,V3V1Z1,6045888381,SCC,Commercial/Industrial,621110,Offices of Physicians,,-122.843936,49.177123
