Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,Town Centre,NAIC,NAIC Description,No of Employees,Latitude,Longitude,,
Temenos Canada Inc,Software Development,1170,13450,102 Ave,V3T5X3,4843296497,SCC,541510,Computer Systems Design & Related Services,41,49.18791904,-122.8487665,,
Turnbull Construction Project Managers Ltd,General Cont.,1670,13450,102 Ave,V3T5X3,6046261068,SCC,231230,General Construction Contractors,1,49.18791904,-122.8487665,,
Vancouver Career College (Burnaby) Inc,Trade School,295,13450,102 Ave,V3V4V2,6045802133,WTC,611510,Technical & Trade Schools,3,49.18791904,-122.8487665,,
Fusion Beauty Skin & Nails Inc,Beauty Studio,,13511,102 Ave,V3T4X8,6045836245,SCC,812115,Beauty Salons,7,49.18801362,-122.8473868,,
P N B Remittance Co Canada Corporation,Money Transfer,,13521,102 Ave,V3T4X8,6045816762,SCC,522390,Other Activities Related to Credit Intermediation,2,49.18801161,-122.8472249,,
Galina's Cafe,Restaurant - No Alcohol,,13531,102 Ave,V3T4X8,6045852929,,452999,All Other Miscellaneous General Merchandise Stores,1,49.18801137,-122.8470738,,
Galina's Cafe,Restaurant - No Alcohol,,13531,102 Ave,V3T4X8,6045852929,,722110,Restaurants,1,49.18801137,-122.8470738,,
B C Happy Homes Immigration Services,Immigration Consultant,,13541,102 Ave,V3T4X8,6045841199,SCC,541613,Immigration Consulting & Interpretation Services,2,49.18801069,-122.8469314,,
Crown Dental Studio,Dental Labratory,201,13541,102 Ave,V3T4X8,6045880099,,621510,Medical & Diagnostic Laboratories,20,49.18801069,-122.8469314,,
Stuart T Clendening Barristers & Solicitors,Professional Practitioner-Lawyer,205,13541,102 Ave,V3T4X8,6045847111,,541110,Offices of Lawyers,2,49.18801069,-122.8469314,,
Surrey Festival of Dance Society,Charitable Organization,203,13541,102 Ave,V3T4X8,6045853320,SCC,813990,Other Membership Organizations,1,49.18801069,-122.8469314,,
Diamond Parking Ltd # 4173,Parking enforcement services,,13580,102 Ave,V3T5C5,6046818797,SCC,812930,Parking Lots & Garages,2,49.18766811,-122.8459799,,
A & W Restaurant,Restaurant - No Alcohol,,13645,102 Ave,V3T1N7,6045585496,SCC,722110,Restaurants,27,49.18794418,-122.8439237,,
Nahm Thai Bistro,Food Primary-Class B Dining Lounge,202,13650,102 Ave,V3T1N6,6049308833,SCC,722110,Restaurants,9,49.18765816,-122.8436795,,
Reflex Supplements,Retail Merchant - 0 to 2 Employees,201,13650,102 Ave,V3T1N6,7789980355,SCC,446191,Food (Health) Supplement Stores,1,49.18765816,-122.8436795,,
Canadian Tire No 489,Retail Sales,,13665,102 Ave,V3T1N7,6045838473,SCC,444110,Home Centres,80,49.18966062,-122.8433432,,
Canadian Tire No 489,Retail Sales,,13665,102 Ave,V3T1N7,6045838473,SCC,811111,General Automotive Repair,80,49.18966062,-122.8433432,,
Diamond Parking Ltd,Parking Lot,,13665,102 Ave,V3T1N7,6046818797,SCC,812930,Parking Lots & Garages,1,49.18966062,-122.8433432,,
Forever Young Hair Salon,Hair Salon/Barber,,13853,102 Ave,V3T5P6,6045824795,SCC,812115,Beauty Salons,1,49.18792654,-122.8383286,,
Imperial Place Residence Inc,Apartment Rentals,,13853,102 Ave,V3T5P6,6045871555,SCC,531111,Lessors of Residential Buildings & Dwellings,30,49.18792654,-122.8383286,,
Tynehead R V Camp,"Groceries, R V Park",,16275,102 Ave,V4N2K7,6045891161,GTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,3,49.18790469,-122.7706756,,
Tynehead R V Camp,"Groceries, R V Park",,16275,102 Ave,V4N2K7,6045891161,GTC,721211,RV (Recreational Vehicle) Parks & Campgrounds,3,49.18790469,-122.7706756,,
Mr Big & Tall,Retail Men's Clothing,,15240,102A Ave,V3R8R9,6045851022,GTC,448110,Men's Clothing Stores,6,49.18858621,-122.7998829,,
Tap House The,Cabaret,,15330,102A Ave,V3R7R6,6045838828,GTC,722410,Drinking Places,25,49.1886146,-122.7974932,,
Family Services of Greater Vancouver,Charitable Soceity/Organization - Family Counselling Services,12,15355,102A Ave,V3R7K1,6047314951,GTC,813990,Other Membership Organizations,10,49.18894853,-122.7966394,,
Quick Response & Family Strengthening Programs,Charitable Society/Organization,8,15355,102A Ave,V3R7K1,6045845811,GTC,813990,Other Membership Organizations,6,49.18894853,-122.7966394,,
Seniors Come Share Society,Charitable Society/Organization,,15355,102A Ave,V3R7K1,6045312502,GTC,813990,Other Membership Organizations,7,49.18894853,-122.7966394,,
B D O Financial Services Limited Partnership,Financial Planning/Consultant - Financial Planning/Disolvency,101,15375,102A Ave,V3R7K1,6046610818,GTC,541611,Administrative Management & General Management Consulting Services,1,49.18911666,-122.7960506,,
Coldwell Banker Vantage Realty,Real Estate,102,15375,102A Ave,V3R7K1,6049162773,GTC,531210,Offices of Real Estate Agents & Brokers,29,49.18911666,-122.7960506,,
Field & Marten Associates Inc,Project Management,201A,15375,102A Ave,V3R7K1,6045132233,GTC,231230,General Construction Contractors,10,49.18911666,-122.7960506,,
Field & Marten Associates Inc,Project Management,201A,15375,102A Ave,V3R7K1,6045132233,GTC,231410,Construction Management,10,49.18911666,-122.7960506,,
Primerica,Financial Planning/Consultant,201,15375,102A Ave,V3R7K1,7782930778,GTC,541611,Administrative Management & General Management Consulting Services,1,49.18911666,-122.7960506,,
Diamond Parking Ltd #4897,Parking Lot,,15375,102A Ave,V4A5N3,2062843100,GTC,812930,Parking Lots & Garages,1,49.18911666,-122.7960506,,
1067247 BC Ltd,Administrative Office - Presentation Centre,101,15380,102A Ave,V3R0B3,7783948867,GTC,541611,Administrative Management & General Management Consulting Services,1,49.18859323,-122.7962523,,
Elle V Hair Salon Ltd,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,GTC,812115,Beauty Salons,5,49.18859323,-122.7962523,,
Golden Phoenix Studio,Holistic Health Care - Swedish Massage & Deep Tissue Massage,103,15380,102A Ave,V3R0B3,6044963398,GTC,621390,Offices of Other Health Practitioners,1,49.18859323,-122.7962523,,
Juliet Stylist,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,GTC,812114,Barber Shops,1,49.18859323,-122.7962523,,
Juliet Stylist,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,GTC,812115,Beauty Salons,1,49.18859323,-122.7962523,,
Sushi Train Restaurant,Food Primary-Class B Dining Room,102A,15380,102A Ave,V3R0B3,6045808802,GTC,722110,Restaurants,4,49.18859323,-122.7962523,,
The Hempquarters,Retail Merchant - 0 to 2 Employees,,15380,102A Ave,V3R0B3,6043456743,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),1,49.18859323,-122.7962523,,
Weight Watchers Canada Ltd,Consultant - Weight Loss & Control,107,15380,102A Ave,V3R0B3,9154912100,GTC,624190,Other Individual & Family Services,20,49.18859323,-122.7962523,,
Hangry Health Bar,"Cafe, Retail",103A,15380,102A Ave,V3R7K1,6044971877,GTC,446191,Food (Health) Supplement Stores,5,49.18859323,-122.7962523,,
Hangry Health Bar,"Cafe, Retail",103A,15380,102A Ave,V3R7K1,6044971877,GTC,722512,Limited-service eating places,5,49.18859323,-122.7962523,,
Anastasia Hair Studio,Hair Salon/Barber,105,15380,102A Ave,V4N1Z2,6047606627,GTC,812115,Beauty Salons,1,49.18859323,-122.7962523,,
Credit Counselling Society of British Columbia,Credit Counselling Services,101,15399,102A Ave,V3R6Y8,6045278999,GTC,523930,Investment Advice,1,49.18912067,-122.7956937,,
Impulse Chiropractic,Professional Practitioner - Chiropractor,101,15399,102A Ave,V3R7K1,6049518959,GTC,621310,Offices of Chiropractors,4,49.18912067,-122.7956937,,
Nav Muker RMT,Massage Therapy (RMT),101,15399,102A Ave,V3R7K1,6049518959,GTC,621370,Offices of Massage Therapists,1,49.18912067,-122.7956937,,
Schmidt Berg & Company,Certified General Accountants,101,15399,102A Ave,V3R7K1,6045888585,GTC,541212,Offices of Accountants,8,49.18912067,-122.7956937,,
At Restawhile B & B,Bed & Breakfast,,15775,102B Ave,V4N2M1,6045899679,GTC,721191,Bed & Breakfast,1,49.18945961,-122.7850653,,
Community Living Society,Daycare for Persons with Disabilities,,13811,103 Ave,V3T5B5,6044518699,SCC,624120,Services for the Elderly & Persons with Disabilities,30,49.18982286,-122.8399052,,
Drake Medox College,Business School - Health Program School,,13817,103 Ave,V3T5B5,6049304517,SCC,611410,Business & Secretarial Schools,15,49.18981771,-122.8395682,,
Drake Medox Health Services,Professional Practitioner-Medical/Physiotherapy,,13817,103 Ave,V3T5B5,6049304517,SCC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",5,49.18981771,-122.8395682,,
Steve Nash Sports Club,Fitness Centre,,13821,103 Ave,V3T5B5,6045881517,SCC,713940,Fitness & Recreational Sports Centres,55,49.18981624,-122.8393583,,
"Frito Lay Canada, a division of Pepsico Canada ULC",Wrhse.,,11811,103A Ave,V3V0B5,6045878300,WTC,493190,Other Warehousing & Storage,100,49.19214292,-122.8953368,,
Millenium Tire Wholesale Ltd,Tire Wholesale,"B""""",12085,103A Ave,V3V3G7,6045886110,WTC,415210,Tire Wholesaler-Distributors,9,49.19077239,-122.8874878,,
Midwest Equipment,Used Truck & Equipment Dealer,,12123,103A Ave,V3V3G7,6045809662,WTC,417910,Office & Store Machinery & Equipment Wholesaler-Distributors,2,49.19076677,-122.8862765,,
Midwest Equipment,Used Truck & Equipment Dealer,,12123,103A Ave,V3V3G7,6045809662,WTC,441120,Used Car Dealers,2,49.19076677,-122.8862765,,
Artek Group Limited The,General Cont.,,12140,103A Ave,V3V3G8,6045842131,WTC,231230,General Construction Contractors,30,49.19052155,-122.8858385,,
Artek Group Limited The,Contractor - General,,12140,103A Ave,V3V3G8,6045842131,WTC,231230,General Construction Contractors,9,49.19052155,-122.8858385,,
Harven Veneer Products Ltd,Manufacturer/Machine Shop,,12147,103A Ave,V3V3G8,7785497679,WTC,3212,"Veneer, plywood & engineered wood product mfg.",2,49.19075981,-122.8854249,,
Harven Veneer Products Ltd,Manufacturer/Machine Shop,,12147,103A Ave,V3V3G8,7785497679,WTC,332710,Machine Shops,2,49.19075981,-122.8854249,,
Allied Blower & Sheet Metal Ltd,"Mfg. - Pneumatic Conveying & Dust Collection Systems; Steel Fabrication, Contractor - Steel Fabrication",,12224,103A Ave,V3V3G9,6049307000,WTC,331210,Iron & Steel Pipes & Tubes Manufacturing from Purchased Steel,44,49.19046747,-122.8833975,,
Allied Blower & Sheet Metal Ltd,"Mfg. - Pneumatic Conveying & Dust Collection Systems; Steel Fabrication, Contractor - Steel Fabrication",,12224,103A Ave,V3V3G9,6049307000,WTC,333299,All Other Industrial Machinery Manufacturing,44,49.19046747,-122.8833975,,
Blue Max Environmental Drilling Inc,Contractor - Environmental Drilling,,12247,103A Ave,V3V3G7,7782372583,WTC,232990,All Other Special Trade Contracting,9,49.19080597,-122.882794,,
Nachatar Kaila,Apartment Rental,,13049,103A Ave,V3T1S4,6048721049,SCC,531111,Lessors of Residential Buildings & Dwellings,1,49.19088402,-122.8607883,,
E B S & Company Education Book Supply,Retail Merchant - 0 to 2 Employees,103,15290,103A Ave,V3R7A2,7783953965,GTC,451210,Book Stores & News Dealers,1,49.19014874,-122.7983313,,
Ephin Productions Inc,Retail Merchant - Clothing,107,15290,103A Ave,V3R7A2,7787734987,GTC,448199,All Other Clothing Stores,1,49.19014874,-122.7983313,,
Kernaghan Adjusters Limited,Insurance Adjuster,102,15290,103A Ave,V3R7A2,6042827932,GTC,524291,Claims Adjusters,2,49.19014874,-122.7983313,,
Sign Star,"Retail Merchant - Signs, Inter-Municipal Business License FV",108,15290,103A Ave,V3R7A2,6048008088,GTC,33995,Sign mfg.,2,49.19014874,-122.7983313,,
Sign Star,"Retail Merchant - Signs, Inter-Municipal Business License FV",108,15290,103A Ave,V3R7A2,6048008088,GTC,541899,All Other Services Related to Advertising,2,49.19014874,-122.7983313,,
Star Music Club,Social Club,105/,15290,103A Ave,V3R7A2,7788299348,GTC,722410,Drinking Places,1,49.19014874,-122.7983313,,
Stephen Amsing,Financial Planning / Consultant - Life Insurance,201,15290,103A Ave,V3R7A2,8668315387,GTC,523930,Investment Advice,1,49.19014874,-122.7983313,,
Vancouver Comprehensive Music & Art School,Business School,105/,15290,103A Ave,V3R7A2,6044965111,GTC,611410,Business & Secretarial Schools,20,49.19014874,-122.7983313,,
Alive Natural Tree,Retail Merchant - 0 to 2 Employees,104,15290,103A Ave,V3R7P8,7787093395,GTC,446191,Food (Health) Supplement Stores,2,49.19014874,-122.7983313,,
Ecolab Co,Administration Office,203,15310,103A Ave,V3R7A2,6044958755,GTC,541611,Administrative Management & General Management Consulting Services,10,49.18977988,-122.7983585,,
LIMS Taekwondo School,Martial Arts Studio,110,15310,103A Ave,V3R7A2,6045884222,GTC,611620,Athletic Instruction,1,49.18977988,-122.7983585,,
Steeltech Detailers Inc,Computer drafting,109,15310,103A Ave,V3R7A2,6049301186,GTC,541340,Drafting Services,5,49.18977988,-122.7983585,,
Guildford School Of Music & Dance,Dance & Music School,101,15326,103A Ave,V3R7A2,6049513725,GTC,611610,Fine Arts Schools,6,49.19029486,-122.7973636,,
Surrey Red Tiger Martial Arts,Martial Arts Studio,102,15326,103A Ave,V3R7A2,6045885425,GTC,611620,Athletic Instruction,2,49.19029486,-122.7973636,,
Green Planet Wholesale Ltd,Wholesale Garden Supplies,,15374,103A Ave,V3R7A2,6045801287,GTC,418990,All Other Wholesaler-Distributors,10,49.19030547,-122.7963391,,
Pacific Northwest Indoor Gardener Ltd,Retail Sales - Garden Supplies,,15374,103A Ave,V3R7A2,6045884769,GTC,444220,Nursery & Garden Centres,5,49.19030547,-122.7963391,,
Seaboard Self Storage,TUP#7908-0018 expiring Oct 2014,,12175,104 Ave,V3V3H2,6045853252,WTC,812930,Parking Lots & Garages,2,49.19273222,-122.8854025,,
Columbia Remtec Manufacturing,Manufacturer - Tanks,A,12343,104 Ave,V3V3H2,6049303556,WTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,39,49.19257619,-122.8834666,,
CasCell Trading Group Inc,Recycling Depot,,12345,104 Ave,V3V3H2,6045803070,WTC,418190,Other Recyclable Material Wholesaler-Distributors,15,49.19336116,-122.8831523,,
Metro Waste Paper Recovery Inc,Multi-Material Processing,,12345,104 Ave,V3V3H2,6045894385,WTC,418190,Other Recyclable Material Wholesaler-Distributors,63,49.19336116,-122.8831523,,
AI Industries,Mfg. - Miscellaneous & Structural Steel Fabrication & Welding,,12349,104 Ave,V3V3H2,6045832171,WTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,60,49.19255692,-122.881358,,
Seaboard Self Storage,Warehouse,,12351,104 Ave,V3V3H2,6045853252,WTC,493190,Other Warehousing & Storage,6,49.19354919,-122.8807637,,
Parkside Apartments,Apartment Rental,,13032,104 Ave,V3T1T7,7788814774,SCC,531111,Lessors of Residential Buildings & Dwellings,1,49.19149836,-122.8611888,,
Ocean Park Pizza,Restaurant,,13186,104 Ave,V3T1T7,6047800729,SCC,722110,Restaurants,1,49.19151483,-122.8571927,,
Mac's Convenience Store,Retail Merchant - Convenience Store,,13192,104 Ave,V3T1T7,6045857334,SCC,445120,Convenience Stores,5,49.19151202,-122.8569772,,
Take Five Cafe,Coffeeshop,135,13450,104 Ave,V3T1V8,7788862466,SCC,722512,Limited-service eating places,8,49.19146408,-122.8488989,,
Dr Barend Zack Inc,Professional Practitioner-Medical/Opthalmologist,,13490,104 Ave,V3T1V8,6045856414,SCC,621110,Offices of Physicians,4,49.19145829,-122.8481559,,
Dr Ravinder Sarai Optometric Corporation,Professional Practitioner-Optometrist,,13490,104 Ave,V3T1V8,6049518575,SCC,621320,Offices of Optometrists,6,49.19145829,-122.8481559,,
Tsuyuki Dr Kurt T,Medical Office,,13490,104 Ave,V3T1V8,6049510076,SCC,621110,Offices of Physicians,3,49.19145829,-122.8481559,,
Diamond Parking Ltd # 4165,Parking Lot - Parking Services,,13583,104 Ave,V3T1W1,6046818797,SCC,812930,Parking Lots & Garages,1,49.19183108,-122.8473296,,
Fiji Shop & Save,Grocery,108,13634,104 Ave,V3T1W2,6049571766,SCC,445110,Supermarkets & Other Grocery (except Convenience) Stores,2,49.19144332,-122.8442952,,
Hot Pan Pizza Ltd,Restaurant - Pizza,1,13634,104 Ave,V3T1W2,7783951995,SCC,722512,Limited-service eating places,2,49.19144332,-122.8442952,,
Mou Jam Beauty Salon & Supplies,"Hair Salon/Barber,Retail",7,13634,104 Ave,V3T1W2,6049573625,SCC,446120,"Cosmetics, Beauty Supplies & Perfume Stores",2,49.19144332,-122.8442952,,
Mou Jam Beauty Salon & Supplies,"Hair Salon/Barber,Retail",7,13634,104 Ave,V3T1W2,6049573625,SCC,812114,Barber Shops,2,49.19144332,-122.8442952,,
Mou Jam Beauty Salon & Supplies,"Hair Salon/Barber,Retail",7,13634,104 Ave,V3T1W2,6049573625,SCC,812115,Beauty Salons,2,49.19144332,-122.8442952,,
Surrey Centre Auto Repairs Inc,Automotive Repair Service,,13654,104 Ave,V3T1W2,6045881266,SCC,811111,General Automotive Repair,3,49.19143645,-122.843882,,
Bozzini's Restaurant,Dining Lounge,105,13655,104 Ave,V3T1W3,6045886880,SCC,722110,Restaurants,10,49.19173246,-122.8437312,,
Caleb Graphic Signs,Sign Painter/Manufacturer/Installations,102,13655,104 Ave,V3T1W3,7783957741,SCC,541340,Drafting Services,1,49.19173246,-122.8437312,,
Ben's Appliance Sales & Services Ltd,Appliance Sales & Service,,13664,104 Ave,V3T1W2,6045814307,SCC,443110,"Appliance, Television & Other Electronics Stores",5,49.19144699,-122.8436118,,
Ben's Appliance Sales & Services Ltd,Appliance Sales & Service,,13664,104 Ave,V3T1W2,6045814307,SCC,811412,Appliance Repair & Maintenance,5,49.19144699,-122.8436118,,
Fountain Tire (104 Ave),Auto Repair,,13689,104 Ave,V3T1W3,6045883077,SCC,811111,General Automotive Repair,6,49.19171318,-122.8423243,,
Infoskills Learning Inc,First Aid,,13696,104 Ave,V3T1W4,6045814888,SCC,611510,Technical & Trade Schools,2,49.19142366,-122.8427543,,
Mister Transmission,Auto Repair Service,,13704,104 Ave,V3T1W4,6045887484,SCC,811111,General Automotive Repair,4,49.19141994,-122.8424703,,
Budget Brake & Muffler Auto Centres,Brake & Muffler Serv.,,13718,104 Ave,V3T1W4,6045888588,SCC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,5,49.19140677,-122.8421809,,
Apex Communications Inc (13734 - 104 Ave),"Retail Cellular Phones, Alarm Installation Cont.,Contractor - Alarm Installation",,13734,104 Ave,V3T1W5,6045833300,SCC,443110,"Appliance, Television & Other Electronics Stores",30,49.19142656,-122.8416,,
Apex Communications Inc (13734 - 104 Ave),"Retail Cellular Phones, Alarm Installation Cont.,Contractor - Alarm Installation",,13734,104 Ave,V3T1W5,6045833300,SCC,561621,Security Systems Services (except Locksmiths),30,49.19142656,-122.8416,,
Tay Do Deli,Restaurant,,13740,104 Ave,V3T1W5,6045813559,SCC,722110,Restaurants,2,49.19140638,-122.8413808,,
Prospera Credit Union,Credit Union,,13747,104 Ave,V3T1W6,6045880111,SCC,522130,Local Credit Unions,20,49.19179461,-122.8415567,,
Afghan Bakery and Fast Food,Bakery,,13748,104 Ave,V3T1W5,6045810100,SCC,445291,Baked Goods Stores,1,49.19140156,-122.841156,,
104 Pawn Shop Ltd,Pawn Shop,,13752,104 Ave,V3T1W5,6045851433,SCC,522299,All Other Non-Depository Credit Intermediation,2,49.19140267,-122.8410513,,
JK Thrift Store,Retail Merchant - Thrift Store,,13756,104 Ave,V3T1W5,7783948660,SCC,453310,Used Merchandise Stores,1,49.19140001,-122.8409483,,
Vancouver Cit E Cycles,Retail Merchant - Electric Bicycles,,13760,104 Ave,V3T1W5,6043635895,SCC,451110,Sporting Goods Stores,1,49.19139871,-122.8408576,,
Pacific Billards And Snookers,Pool Hall,,13774,104 Ave,V3T1W5,6045833332,SCC,713940,Fitness & Recreational Sports Centres,2,49.19140906,-122.8406446,,
Lys Beauty Centre,Esthetician,A,13776,104 Ave,V3T1W5,6045880012,SCC,812115,Beauty Salons,1,49.19140819,-122.8406002,,
