SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,MINCODE,SCHOOL_NAME,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,12,12,,20.7,21.3,24.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,12,6,,21.5,22.6,28.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,12,10,,17.5,23.4,28.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,13,10,,19.5,22,26.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,13,9,,21.9,22.8,28.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,20,7,,18.5,22.3,27.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,20,7,,15.7,23.4,27.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,21,13,,17,20.2,26.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,22,16,,18.5,20.2,27.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,14,,18,21.6,25.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,11,,18.5,19.6,25.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,14,,19.9,21.3,27.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,12,,20.9,22.1,24.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,11,,20.5,20.5,25.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,12,,20.5,20.5,25.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636122,Don Christian Elementary,1,14,14,,21,22.4,28.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,22,10,,17,18.8,27.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,24,12,,12.5,19.7,26.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,24,24,,13.5,19.7,25.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,24,16,,13.8,19.3,26,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,23,23,,19.7,18.3,26.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,22,22,,16,20.1,27,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,23,23,,19.7,19.6,25,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,21,10,,18.3,19.6,27.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,21,18,,20.3,20.9,27.2,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,20,10,,17.3,23.4,27.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636128,Bonaccord Elementary,1,21,19,,18,21.1,26.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,19,10,,15,21.4,25.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,22,9,,18.6,20.6,26.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,22,12,,20.3,20.3,26.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,22,12,,19.5,22.1,25.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,23,22,,21.3,21.8,25.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,23,20,,18.5,21.7,25.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,23,10,,18.5,20,27,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,23,8,,17.3,20.7,27.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,23,7,,20.7,21,27.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,22,15,,20,22,27.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636129,M B Sanford Elementary,1,21,18,,22,22.9,27.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,21,8,,20,21.1,25.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,21,15,,18.8,20.8,24.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,19,15,,20.4,20,25.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,20,15,,17.7,19.3,25.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,18,14,,18,19.4,26.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,17,15,,20,21.3,27.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,16,16,,19.7,21.7,27.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,17,10,,19,22.1,27.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,18,11,,17,20.7,25.7,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,18,13,,17.4,21.6,25.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636130,Maple Green Elementary,1,18,10,,20.7,21.2,25.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,5,,18.5,21.3,27.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,15,10,,15,22,25.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,14,,20.5,19.7,26.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,13,,19,21.8,26.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,8,,19.6,20.8,27.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,13,,18,20.7,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,17,17,,20.5,19.1,25,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,13,,18.3,20.9,25,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,15,7,,19.4,20.7,27.5,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,15,14,,20.8,22.4,29,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636131,Hyland Elementary,1,16,13,,20.6,22.1,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,14,5,,18,20.2,24.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,14,8,,20.5,21.8,25.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,14,11,,16.5,18.8,24.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,13,13,,17.9,20.4,26,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,13,11,,20,21.2,25.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,14,14,,17,19.2,25.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,14,7,,20,22.5,27.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,15,11,,17,21.7,26.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,13,13,,17,22.2,27.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,13,13,,15.5,22.4,26.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636132,Kennedy Trail Elementary,1,13,13,,19.5,22.4,24.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,11,6,,18.2,21,24.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,11,7,,18,21.2,23.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,10,3,,17.7,21.9,27.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,10,5,,18,21.7,25.6,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,11,10,,17.4,18.8,27,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,12,8,,17,22.3,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,13,7,,21.5,19.9,26.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,13,10,,19.5,21.6,24.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,13,7,,21,20.8,29.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,14,13,,20,22.9,28.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636134,Pacific Heights Elementary,1,15,12,,17.5,21.7,26.7,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,18,4,,21.5,21.1,25.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,17,17,,18.6,20.9,28,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,17,13,,19,20,26.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,19,11,,18,20.2,27.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,19,17,,17.3,19.6,27.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,19,14,,17.3,20.8,26.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,19,12,,17,21.1,25.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,17,15,,20.3,21.3,27.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,17,14,,19.9,22.5,26.4,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,17,12,,18.8,21.4,28,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636136,Berkshire Park Elementary,1,18,15,,20,21.1,27.6,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,13,6,,15.5,19.6,27.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,13,12,,18.5,19.6,24,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,13,8,,15,17.7,27.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,13,10,,15,19.4,25.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,13,9,,15.7,21.4,27.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,14,14,,19.4,20.2,28.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,15,14,,19,20.9,26.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,15,15,,20.8,22,28,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,16,8,,18.9,23.2,26.4,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,17,13,,18.4,21.2,28,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636137,Panorama Park Elementary,1,17,15,,20,22.1,26.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,19,4,,18.3,21.4,26.7,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,19,8,,19.8,22.3,27.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,19,11,,17,22.1,26.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,19,13,,17.3,21.4,26.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,18,10,,20.5,19.5,27.5,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,16,11,,19.5,20.3,27.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,17,13,,21.6,22.6,22.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,16,9,,20.2,23.2,27.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,16,9,,19.5,21.7,24.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,16,9,,21,22.3,27.3,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636138,North Ridge Elementary,1,17,13,,17.5,21.5,26,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,22,6,,18,20,27.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,21,11,,22,22,26.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,21,10,,19.3,22.5,27,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,23,12,,20,19.3,24.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,21,5,,17.3,21,28.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,20,14,,16.7,20.9,26.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,17,12,,19.3,21.7,27.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,17,5,,16.5,19.4,27.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,17,5,,16.7,20.3,25.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,15,8,,21.5,22.2,27,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636139,Cougar Creek Elementary,1,16,14,,17.7,22.9,26.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,24,6,,19.6,20.3,26.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,24,16,,19.7,20.9,26.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,24,21,,15.3,21.8,24.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,23,19,,20,20.1,26.6,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,22,22,,17.3,19.7,26.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,22,22,,19,19.2,25.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,21,21,,20,19.9,25.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,20,11,,16.7,22,26.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,20,9,,18.3,21.2,26.9,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,18,14,,20.6,22,26.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636140,Martha Jane Norris Elementary,1,18,16,,21.5,21.1,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,200,23,14,,,,26.8
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,208,24,25,,,,26.4
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,205,20,44,,,,26.7
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,213,36,44,,,,27.2
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,227,34,21,,,,26.6
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,237,31,21,,,,25.5
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,245,27,12,,,,24.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,249,26,6,,,,24.3
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,242,26,7,,,,23.6
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,227,24,11,,,,24.9
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636141,Fraser Heights Secondary,1,320,49,9,,,,19.1
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,21,8,,17,21.5,26.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,20,13,,17.5,22.2,25.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,19,7,,19.5,21,25.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,19,12,,21.5,21.8,24.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,19,19,,20.5,19.3,25.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,19,12,,16.7,22,25.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,18,18,,19.7,22.3,26.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,19,14,,19.4,21.9,25.2,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,19,12,,20.7,22.5,27.9,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,20,13,,20.1,22.1,28.3,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636142,Fraser Wood Elementary,1,21,17,,20.7,22.6,28.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,16,4,,15.5,20.3,28.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,15,8,,20,20.4,27.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,16,11,,17.7,21,25.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,17,13,,17.3,21.2,25.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,18,18,,19.7,21.3,24.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,17,14,,20,20.1,27.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,17,17,,21,19.6,25.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,16,14,,20.8,22.4,26.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,17,10,,20.7,21.5,27.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,17,17,1,19,21.6,28.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636143,Serpentine Heights Elementary,1,15,12,,16,22.3,27.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,14,5,,16,20.8,25.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,14,9,,15.5,19.4,26.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,13,7,,19,21.1,25.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,14,,,18,19.8,25.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,13,13,,12,21.2,25.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,11,10,,18,22,27.9,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,11,10,,18,21.3,24.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,10,4,,19,22.4,27.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,11,10,,17.5,19.5,25.2,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,11,8,,20.5,20.4,27.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636144,Boundary Park Elementary,1,11,8,,19,22,26.6,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,19,6,,18.4,20.5,27.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,19,12,,21,19.3,26.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,18,16,,19,21.8,25.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,18,16,,16,22.2,26.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636145,Woodland Park Elementary,1,18,16,,21.2,22.2,25,
